block,speed_low_um_per_s,speed_high_um_per_s,delta_speed_um_per_s,distance_nm,reference_distance_nm,speed_contrast_pN,reference_speed_contrast_pN,distance_double_difference_pN,double_difference_per_delta_speed_pN_per_um_s,classical_pair_coefficient_pN_nm_per_um_s
2,0.3,0.9,0.6000000000000001,105.0,200.0,221.47967415113004,64.89559672440812,156.58407742672193,260.97346237786985,57688.87063089754
2,0.3,0.9,0.6000000000000001,110.0,200.0,196.38681865750394,64.89559672440812,131.4912219330958,219.15203655515964,53570.49782459458
2,0.3,0.9,0.6000000000000001,115.0,200.0,185.51809452511492,64.89559672440812,120.6224978007068,201.0374963345113,54398.38136110306
2,0.3,0.9,0.6000000000000001,120.0,200.0,178.95790459746107,64.89559672440812,114.06230787305294,190.10384645508822,57031.15393652647
2,0.3,0.9,0.6000000000000001,125.0,200.0,172.65606187425817,64.89559672440812,107.76046514985005,179.60077524975006,59866.92508325002
2,0.3,0.9,0.6000000000000001,130.0,200.0,162.769607163814,64.89559672440812,97.87401043940586,163.12335073234308,60588.673129156
2,0.3,0.9,0.6000000000000001,135.0,200.0,156.02208714088385,64.89559672440812,91.12649041647573,151.87748402745953,63087.57028832934
2,0.3,0.9,0.6000000000000001,140.0,200.0,153.58887513874694,64.89559672440812,88.69327841433882,147.82213069056468,68983.66098893019
2,0.3,0.9,0.6000000000000001,145.0,200.0,135.27952454175502,64.89559672440812,70.3839278173469,117.30654636224482,61852.54262736545
2,0.3,0.9,0.6000000000000001,150.0,200.0,117.06769096437999,64.89559672440812,52.17209423997187,86.9534903999531,52172.09423997185
2,0.3,0.9,0.6000000000000001,155.0,200.0,112.61887042535798,64.89559672440812,47.72327370094986,79.5387895015831,54793.38832331281
2,0.3,0.9,0.6000000000000001,160.0,200.0,107.91919124676362,64.89559672440812,43.023594522355495,71.70599087059249,57364.79269647398
2,0.3,0.9,0.6000000000000001,165.0,200.0,102.86399576414945,64.89559672440812,37.96839903974133,63.280665066235535,59664.62706245065
2,0.3,0.9,0.6000000000000001,170.0,200.0,101.44335536351718,64.89559672440812,36.54775863910906,60.91293106518176,69034.65520720601
2,0.3,0.9,0.6000000000000001,175.0,200.0,97.81118601901943,64.89559672440812,32.91558929461131,54.85931549101884,76803.04168742639
2,0.3,0.9,0.6000000000000001,180.0,200.0,85.53254073704952,64.89559672440812,20.636944012641393,34.39490668773565,61910.832037924156
2,0.3,0.9,0.6000000000000001,185.0,200.0,75.71228195794937,64.89559672440812,10.81668523354125,18.027808722568746,44468.59484900289
2,0.3,0.9,0.6000000000000001,190.0,200.0,67.05606425908903,64.89559672440812,2.1604675346809046,3.6007792244681736,13682.961052979072
2,0.3,0.9,0.6000000000000001,195.0,200.0,71.50298780545805,64.89559672440812,6.607391081049926,11.012318468416542,85896.0840536491
2,0.3,0.9,0.6000000000000001,200.0,200.0,64.89559672440812,64.89559672440812,0.0,0.0,nan
2,0.9,2.7,1.8000000000000003,20.0,200.0,1389.039758598184,22.425634122889562,1366.6141244752946,759.2300691529414,16871.779314509808
2,0.9,2.7,1.8000000000000003,25.0,200.0,1294.3238101652078,22.425634122889562,1271.8981760423183,706.6100978012878,20188.859937179648
2,0.9,2.7,1.8000000000000003,30.0,200.0,1192.4244724414434,22.425634122889562,1169.998838318554,649.9993546214188,22941.153692520664
2,0.9,2.7,1.8000000000000003,35.0,200.0,1071.8435593704764,22.425634122889562,1049.417925247587,583.0099584708815,24733.75581391619
2,0.9,2.7,1.8000000000000003,40.0,200.0,989.1908440059012,22.425634122889562,966.7652098830117,537.0917832683398,26854.58916341699
2,0.9,2.7,1.8000000000000003,45.0,200.0,896.4967335354589,22.425634122889562,874.0710994125693,485.5950552292051,28195.84191653449
2,0.9,2.7,1.8000000000000003,50.0,200.0,854.4498582818775,22.425634122889562,832.0242241589879,462.23568008832655,30815.71200588844
2,0.9,2.7,1.8000000000000003,55.0,200.0,782.230834446715,22.425634122889562,759.8052003238254,422.1140001799029,32022.441392958157
2,0.9,2.7,1.8000000000000003,60.0,200.0,699.6747248825795,22.425634122889562,677.24909075969,376.2494948664944,32249.95670284238
2,0.9,2.7,1.8000000000000003,65.0,200.0,642.2224468612521,22.425634122889562,619.7968127383626,344.33156263242364,33157.85417941857
2,0.9,2.7,1.8000000000000003,70.0,200.0,597.9106452200031,22.425634122889562,575.4850110971136,319.71389505395194,34430.72715965636
2,0.9,2.7,1.8000000000000003,75.0,200.0,554.4671526168318,22.425634122889562,532.0415184939422,295.57862138552343,35469.434566262804
2,0.9,2.7,1.8000000000000003,80.0,200.0,511.58228707235094,22.425634122889562,489.1566529494614,271.7536960830341,36233.82614440454
2,0.9,2.7,1.8000000000000003,85.0,200.0,487.6632641232202,22.425634122889562,465.2376300003306,258.46535000018366,38207.92130437498
2,0.9,2.7,1.8000000000000003,90.0,200.0,459.91291245262386,22.425634122889562,437.4872783297343,243.04848796096346,39771.57075724856
2,0.9,2.7,1.8000000000000003,95.0,200.0,427.00705663559177,22.425634122889562,404.5814225127022,224.7674569515012,40672.206495985934
2,0.9,2.7,1.8000000000000003,100.0,200.0,396.28667717775545,22.425634122889562,373.8610430548659,207.70057947492546,41540.115894985094
2,0.9,2.7,1.8000000000000003,105.0,200.0,349.89426393702047,22.425634122889562,327.4686298141309,181.92701656340603,40215.445766647645
2,0.9,2.7,1.8000000000000003,110.0,200.0,351.78150654322354,22.425634122889562,329.355872420334,182.9754846779633,44727.3406990577
2,0.9,2.7,1.8000000000000003,115.0,200.0,327.69637662183766,22.425634122889562,305.2707424989481,169.59485694386004,45890.373055397424
2,0.9,2.7,1.8000000000000003,120.0,200.0,293.6632101412313,22.425634122889562,271.2375760183417,150.68754223241203,45206.26266972361
2,0.9,2.7,1.8000000000000003,125.0,200.0,259.4391680943629,22.425634122889562,237.01353397147335,131.6741855397074,43891.395179902465
2,0.9,2.7,1.8000000000000003,130.0,200.0,231.72608528812805,22.425634122889562,209.30045116523848,116.27802842513248,43188.981986477775
2,0.9,2.7,1.8000000000000003,135.0,200.0,205.45663874104383,22.425634122889562,183.03100461815427,101.68389145453014,42237.924142650976
2,0.9,2.7,1.8000000000000003,140.0,200.0,181.57844669487443,22.425634122889562,159.15281257198487,88.41822920665825,41261.840296440525
2,0.9,2.7,1.8000000000000003,145.0,200.0,183.1775535133334,22.425634122889562,160.75191939044385,89.30662188357991,47088.94608406941
2,0.9,2.7,1.8000000000000003,150.0,200.0,167.84565299797183,22.425634122889562,145.42001887508226,80.78889937504569,48473.3396250274
2,0.9,2.7,1.8000000000000003,155.0,200.0,153.20683407285193,22.425634122889562,130.78119994996237,72.65622219442353,50052.064178380664
2,0.9,2.7,1.8000000000000003,160.0,200.0,126.79684439334977,22.425634122889562,104.37121027046021,57.98400570581122,46387.204564648964
2,0.9,2.7,1.8000000000000003,165.0,200.0,110.74262043596099,22.425634122889562,88.31698631307142,49.064992396150785,46261.27854494217
2,0.9,2.7,1.8000000000000003,170.0,200.0,92.67866944728897,22.425634122889562,70.2530353243994,39.02946406911077,44233.392611658885
2,0.9,2.7,1.8000000000000003,175.0,200.0,78.37363010689705,22.425634122889562,55.94799598400749,31.082219991115267,43515.10798756138
2,0.9,2.7,1.8000000000000003,180.0,200.0,64.61842870203662,22.425634122889562,42.19279457914706,23.440441432859476,42192.79457914705
2,0.9,2.7,1.8000000000000003,185.0,200.0,57.56644550045965,22.425634122889562,35.14081137757009,19.522672987538936,48155.92670259602
2,0.9,2.7,1.8000000000000003,190.0,200.0,48.2250075477191,22.425634122889562,25.79937342482954,14.332985236016409,54465.3438968624
2,0.9,2.7,1.8000000000000003,195.0,200.0,31.410164091414316,22.425634122889562,8.984529968524754,4.991405538069307,38932.963196940625
2,0.9,2.7,1.8000000000000003,200.0,200.0,22.425634122889562,22.425634122889562,0.0,0.0,nan
2,0.1,2.7,2.6,20.0,200.0,2619.81225227254,129.5585343413633,2490.2537179311767,957.789891511991,21284.219811377574
2,0.1,2.7,2.6,25.0,200.0,2357.0107185483357,129.5585343413633,2227.4521842069726,856.7123785411433,24477.49652974695
2,0.1,2.7,2.6,30.0,200.0,2127.2114310625248,129.5585343413633,1997.6528967211614,768.3280372004466,27117.460136486352
2,0.1,2.7,2.6,35.0,200.0,1924.0628690791114,129.5585343413633,1794.504334737748,690.1939748991338,29280.956510872344
2,0.1,2.7,2.6,40.0,200.0,1760.7602235478748,129.5585343413633,1631.2016892065114,627.3852650794274,31369.26325397137
2,0.1,2.7,2.6,45.0,200.0,1615.8463620744765,129.5585343413633,1486.287827733113,571.6491645127358,33192.53213299756
2,0.1,2.7,2.6,50.0,200.0,1505.9593764462154,129.5585343413633,1376.400842104852,529.3849392710969,35292.32928473979
2,0.1,2.7,2.6,55.0,200.0,1385.4063549658936,129.5585343413633,1255.8478206245302,483.0183925478962,36642.77460708179
2,0.1,2.7,2.6,60.0,200.0,1277.9157266659417,129.5585343413633,1148.3571923245784,441.67584320176087,37857.929417293795
2,0.1,2.7,2.6,65.0,200.0,1168.9938878228995,129.5585343413633,1039.4353534815361,399.78282826212927,38497.60568450134
2,0.1,2.7,2.6,70.0,200.0,1095.87953315914,129.5585343413633,966.3209988177767,371.6619226222218,40025.13012854697
2,0.1,2.7,2.6,75.0,200.0,1022.207537210164,129.5585343413633,892.6490028688007,343.32653956492334,41199.184747790794
2,0.1,2.7,2.6,80.0,200.0,952.9233598181797,129.5585343413633,823.3648254768165,316.6787790295448,42223.8372039393
2,0.1,2.7,2.6,85.0,200.0,896.5738061102562,129.5585343413633,767.015271768893,295.0058737572665,43609.56394672635
2,0.1,2.7,2.6,90.0,200.0,835.1204392346947,129.5585343413633,705.5619048933314,271.3699634205121,44405.99401426561
2,0.1,2.7,2.6,95.0,200.0,777.4756537364002,129.5585343413633,647.9171193950369,249.1988920750142,45093.13285166924
2,0.1,2.7,2.6,100.0,200.0,725.718280195553,129.5585343413633,596.1597458541897,229.29220994391912,45858.44198878382
2,0.1,2.7,2.6,105.0,200.0,671.7424110260426,129.5585343413633,542.1838766846794,208.5322602633382,46096.60490031686
2,0.1,2.7,2.6,110.0,200.0,640.0577380154912,129.5585343413633,510.4992036741279,196.34584756697225,47995.65162748211
2,0.1,2.7,2.6,115.0,200.0,598.9970421425062,129.5585343413633,469.4385078011429,180.5532722312088,48855.59130962121
2,0.1,2.7,2.6,120.0,200.0,554.18821185897,129.5585343413633,424.62967751760675,163.31910673754106,48995.73202126232
2,0.1,2.7,2.6,125.0,200.0,512.2801235699364,129.5585343413633,382.7215892285732,147.2006112417589,49066.870413919634
2,0.1,2.7,2.6,130.0,200.0,471.95188223947054,129.5585343413633,342.3933478981072,131.6897491915797,48913.33541401531
2,0.1,2.7,2.6,135.0,200.0,426.75784647434773,129.5585343413633,297.19931213298446,114.30742774345556,47481.54690882
2,0.1,2.7,2.6,140.0,200.0,398.2111306616458,129.5585343413633,268.65259632028256,103.32792166164714,48219.69677543534
2,0.1,2.7,2.6,145.0,200.0,380.17733274393737,129.5585343413633,250.61879840257407,96.39184553945157,50824.791284438106
2,0.1,2.7,2.6,150.0,200.0,345.82638271707197,129.5585343413633,216.26784837570867,83.17994168296487,49907.96500977891
2,0.1,2.7,2.6,155.0,200.0,324.6040466533526,129.5585343413633,195.0455123119893,75.0175047353805,51678.72548437324
2,0.1,2.7,2.6,160.0,200.0,294.36696956346833,129.5585343413633,164.80843522210503,63.38785970080963,50710.28776064769
2,0.1,2.7,2.6,165.0,200.0,272.05226394972686,129.5585343413633,142.49372960836357,54.80528061860137,51673.550297538444
2,0.1,2.7,2.6,170.0,200.0,244.1223192630538,129.5585343413633,114.56378492169051,44.062994200650195,49938.06009407023
2,0.1,2.7,2.6,175.0,200.0,215.8922935335952,129.5585343413633,86.3337591922319,33.20529199701227,46487.40879581718
2,0.1,2.7,2.6,180.0,200.0,191.70649046071338,129.5585343413633,62.147956119350084,23.903060045903878,43025.50808262697
2,0.1,2.7,2.6,185.0,200.0,177.26128075938618,129.5585343413633,47.70274641802288,18.347210160778033,45256.45172991913
2,0.1,2.7,2.6,190.0,200.0,156.78072680904052,129.5585343413633,27.222192467677218,10.470074026029698,39786.28129891289
2,0.1,2.7,2.6,195.0,200.0,139.11039765362895,129.5585343413633,9.551863312265652,3.6737935816406355,28655.58993679698
2,0.1,2.7,2.6,200.0,200.0,129.5585343413633,129.5585343413633,0.0,0.0,nan
3,0.1,0.3,0.19999999999999998,20.0,200.0,405.6159710640029,24.85652665802913,380.7594444059738,1903.797222029869,42306.604933997085
3,0.1,0.3,0.19999999999999998,25.0,200.0,381.8580930845136,24.85652665802913,357.0015664264845,1785.0078321324227,51000.22377521207
3,0.1,0.3,0.19999999999999998,30.0,200.0,301.6826098921586,24.85652665802913,276.8260832341295,1384.1304161706475,48851.66174719933
3,0.1,0.3,0.19999999999999998,35.0,200.0,261.6884380797984,24.85652665802913,236.83191142176926,1184.1595571088465,50237.07211976925
3,0.1,0.3,0.19999999999999998,40.0,200.0,221.93685766392525,24.85652665802913,197.0803310058961,985.4016550294806,49270.08275147403
3,0.1,0.3,0.19999999999999998,45.0,200.0,201.40581388733415,24.85652665802913,176.549287229305,882.7464361465251,51256.24467947565
3,0.1,0.3,0.19999999999999998,50.0,200.0,202.48203000648442,24.85652665802913,177.62550334845528,888.1275167422765,59208.50111615177
3,0.1,0.3,0.19999999999999998,55.0,200.0,174.94889642018853,24.85652665802913,150.0923697621594,750.461848810797,56931.58853047427
3,0.1,0.3,0.19999999999999998,60.0,200.0,155.82587680052814,24.85652665802913,130.969350142499,654.846750712495,56129.721489642434
3,0.1,0.3,0.19999999999999998,65.0,200.0,145.4966524079102,24.85652665802913,120.64012574988108,603.2006287494055,58085.98647216497
3,0.1,0.3,0.19999999999999998,70.0,200.0,135.33964843984933,24.85652665802913,110.4831217818202,552.415608909101,59490.911728672414
3,0.1,0.3,0.19999999999999998,75.0,200.0,124.54833651849839,24.85652665802913,99.69180986046926,498.45904930234633,59815.08591628155
3,0.1,0.3,0.19999999999999998,80.0,200.0,121.79343929526021,24.85652665802913,96.93691263723109,484.68456318615546,64624.608424820726
3,0.1,0.3,0.19999999999999998,85.0,200.0,120.80291091404546,24.85652665802913,95.94638425601633,479.7319212800817,70916.8927109686
3,0.1,0.3,0.19999999999999998,90.0,200.0,108.58938466802826,24.85652665802913,83.73285800999913,418.6642900499957,68508.7020081811
3,0.1,0.3,0.19999999999999998,95.0,200.0,104.16363454181717,24.85652665802913,79.30710788378805,396.5355394189403,71754.04999009396
3,0.1,0.3,0.19999999999999998,100.0,200.0,93.88471773161248,24.85652665802913,69.02819107358336,345.14095536791683,69028.19107358337
3,0.1,0.3,0.19999999999999998,105.0,200.0,87.60034556518717,24.85652665802913,62.743818907158044,313.71909453579025,69348.431423701
3,0.1,0.3,0.19999999999999998,110.0,200.0,76.302213537294,24.85652665802913,51.44568687926487,257.22843439632436,62878.06174132374
3,0.1,0.3,0.19999999999999998,115.0,200.0,79.09511688404297,24.85652665802913,54.23859022601384,271.1929511300692,73381.62207048932
3,0.1,0.3,0.19999999999999998,120.0,200.0,84.70524484577275,24.85652665802913,59.84871818774363,299.24359093871817,89773.07728161546
3,0.1,0.3,0.19999999999999998,125.0,200.0,79.51921485688871,24.85652665802913,54.662688198859584,273.31344099429793,91104.48033143264
3,0.1,0.3,0.19999999999999998,130.0,200.0,77.61227334882788,24.85652665802913,52.75574669079876,263.7787334539938,97974.95814005483
3,0.1,0.3,0.19999999999999998,135.0,200.0,71.55428944515388,24.85652665802913,46.69776278712476,233.48881393562382,96987.66117325913
3,0.1,0.3,0.19999999999999998,140.0,200.0,67.4362580351964,24.85652665802913,42.57973137716728,212.8986568858364,99352.70654672367
3,0.1,0.3,0.19999999999999998,145.0,200.0,65.11293906587245,24.85652665802913,40.25641240784333,201.28206203921667,106130.54180249607
3,0.1,0.3,0.19999999999999998,150.0,200.0,59.43937368176566,24.85652665802913,34.582847023736534,172.91423511868268,103748.54107120959
3,0.1,0.3,0.19999999999999998,155.0,200.0,58.85312011437386,24.85652665802913,33.996593456344726,169.98296728172363,117099.37746074295
3,0.1,0.3,0.19999999999999998,160.0,200.0,44.211708356504445,24.85652665802913,19.355181698475317,96.77590849237659,77420.72679390125
3,0.1,0.3,0.19999999999999998,165.0,200.0,42.48171732890948,24.85652665802913,17.625190670880354,88.12595335440177,83090.1845912931
3,0.1,0.3,0.19999999999999998,170.0,200.0,45.82596626473931,24.85652665802913,20.96943960671018,104.8471980335509,118826.82443802437
3,0.1,0.3,0.19999999999999998,175.0,200.0,42.658792066535476,24.85652665802913,17.802265408506347,89.01132704253175,124615.85785954447
3,0.1,0.3,0.19999999999999998,180.0,200.0,38.52647936692457,24.85652665802913,13.66995270889544,68.34976354447721,123029.57438005896
3,0.1,0.3,0.19999999999999998,185.0,200.0,36.30052830862077,24.85652665802913,11.444001650591641,57.22000825295821,141142.68702396352
3,0.1,0.3,0.19999999999999998,190.0,200.0,33.66173697622587,24.85652665802913,8.805210318196739,44.0260515909837,167298.9960457382
3,0.1,0.3,0.19999999999999998,195.0,200.0,29.72197317263919,24.85652665802913,4.86544651461006,24.327232573050303,189752.41406979252
3,0.1,0.3,0.19999999999999998,200.0,200.0,24.85652665802913,24.85652665802913,0.0,0.0,nan
3,0.3,0.9,0.6000000000000001,20.0,200.0,625.0171294197589,61.28438542099315,563.7327439987657,939.5545733312761,20878.990518472798
3,0.3,0.9,0.6000000000000001,25.0,200.0,581.6727691792898,61.28438542099315,520.3883837582966,867.3139729304943,24780.39922658555
3,0.3,0.9,0.6000000000000001,30.0,200.0,559.5553839365364,61.28438542099315,498.2709985155432,830.4516641925719,29310.058736208422
3,0.3,0.9,0.6000000000000001,35.0,200.0,509.824023398823,61.28438542099315,448.53963797782984,747.5660632963829,31714.923897422308
3,0.3,0.9,0.6000000000000001,40.0,200.0,480.10273778247733,61.28438542099315,418.8183523614842,698.0305872691403,34901.52936345701
3,0.3,0.9,0.6000000000000001,45.0,200.0,425.59460063993777,61.28438542099315,364.3102152189446,607.1836920315743,35255.8272792527
3,0.3,0.9,0.6000000000000001,50.0,200.0,400.4913738153076,61.28438542099315,339.20698839431446,565.3449806571907,37689.66537714605
3,0.3,0.9,0.6000000000000001,55.0,200.0,379.711111593664,61.28438542099315,318.42672617267084,530.7112102877846,40260.85043562505
3,0.3,0.9,0.6000000000000001,60.0,200.0,353.68394165826027,61.28438542099315,292.3995562372671,487.3325937287785,41771.36517675244
3,0.3,0.9,0.6000000000000001,65.0,200.0,321.4045490257834,61.28438542099315,260.12016360479026,433.53360600798374,41747.680578546584
3,0.3,0.9,0.6000000000000001,70.0,200.0,315.114552151888,61.28438542099315,253.83016673089486,423.0502778848247,45559.260695288816
3,0.3,0.9,0.6000000000000001,75.0,200.0,300.4331213044974,61.28438542099315,239.14873588350423,398.581226472507,47829.74717670083
3,0.3,0.9,0.6000000000000001,80.0,200.0,254.18001690838844,61.28438542099315,192.8956314873953,321.4927191456588,42865.69588608784
3,0.3,0.9,0.6000000000000001,85.0,200.0,236.33153611995624,61.28438542099315,175.0471506989631,291.74525116493845,43127.55886786047
3,0.3,0.9,0.6000000000000001,90.0,200.0,236.21187647432436,61.28438542099315,174.9274910533312,291.54581842221864,47707.497559999414
3,0.3,0.9,0.6000000000000001,95.0,200.0,213.99605470896876,61.28438542099315,152.7116692879756,254.51944881329266,46055.90026145296
3,0.3,0.9,0.6000000000000001,100.0,200.0,213.74608243713868,61.28438542099315,152.46169701614554,254.1028283602425,50820.5656720485
3,0.3,0.9,0.6000000000000001,105.0,200.0,205.40659624057645,61.28438542099315,144.1222108195833,240.20368469930546,53097.656617741195
3,0.3,0.9,0.6000000000000001,110.0,200.0,182.33800586602212,61.28438542099315,121.05362044502897,201.75603407504826,49318.14166278958
3,0.3,0.9,0.6000000000000001,115.0,200.0,171.83938582830356,61.28438542099315,110.55500040731042,184.258334012184,49858.137438590966
3,0.3,0.9,0.6000000000000001,120.0,200.0,148.2541590315202,61.28438542099315,86.96977361052706,144.94962268421173,43484.88680526352
3,0.3,0.9,0.6000000000000001,125.0,200.0,145.21022308517155,61.28438542099315,83.9258376641784,139.876396106964,46625.465368988
3,0.3,0.9,0.6000000000000001,130.0,200.0,134.75188721891058,61.28438542099315,73.46750179791744,122.44583632986237,45479.882065377446
3,0.3,0.9,0.6000000000000001,135.0,200.0,120.25614627228526,61.28438542099315,58.97176085129212,98.28626808548685,40826.60366627915
3,0.3,0.9,0.6000000000000001,140.0,200.0,110.26675693002264,61.28438542099315,48.98237150902949,81.63728584838248,38097.4000625785
3,0.3,0.9,0.6000000000000001,145.0,200.0,101.91000727195365,61.28438542099315,40.6256218509605,67.70936975160082,35701.30405084407
3,0.3,0.9,0.6000000000000001,150.0,200.0,96.62720580641269,61.28438542099315,35.34282038541954,58.904700642365896,35342.82038541953
3,0.3,0.9,0.6000000000000001,155.0,200.0,94.04341069328596,61.28438542099315,32.75902527229282,54.598375453821355,37612.21420152138
3,0.3,0.9,0.6000000000000001,160.0,200.0,92.31884556170277,61.28438542099315,31.034460140709626,51.72410023451604,41379.28018761282
3,0.3,0.9,0.6000000000000001,165.0,200.0,93.33777084601698,61.28438542099315,32.05338542502383,53.422309041706384,50369.6056678946
3,0.3,0.9,0.6000000000000001,170.0,200.0,72.75274975887234,61.28438542099315,11.468364337879194,19.113940563131987,21662.46597154959
3,0.3,0.9,0.6000000000000001,175.0,200.0,70.18851272281871,61.28438542099315,8.904127301825568,14.840212169709277,20776.29703759299
3,0.3,0.9,0.6000000000000001,180.0,200.0,71.81463304798551,61.28438542099315,10.530247626992363,17.550412711653937,31590.742880977083
3,0.3,0.9,0.6000000000000001,185.0,200.0,72.13294675813017,61.28438542099315,10.848561337137028,18.080935561895043,44599.641052674415
3,0.3,0.9,0.6000000000000001,190.0,200.0,70.29666615538231,61.28438542099315,9.012280734389165,15.020467890648606,57077.77798446475
3,0.3,0.9,0.6000000000000001,195.0,200.0,62.877138556640375,61.28438542099315,1.5927531356472286,2.6545885594120473,20705.790763413985
3,0.3,0.9,0.6000000000000001,200.0,200.0,61.28438542099315,61.28438542099315,0.0,0.0,nan
3,0.9,2.7,1.8000000000000003,20.0,200.0,1522.367617337882,2.9569227987060316,1519.410694539176,844.1170525217642,18758.15672270587
3,0.9,2.7,1.8000000000000003,25.0,200.0,1309.2134048917949,2.9569227987060316,1306.2564820930888,725.6980456072714,20734.229874493467
3,0.9,2.7,1.8000000000000003,30.0,200.0,1189.6095258744074,2.9569227987060316,1186.6526030757013,659.2514461531673,23267.698099523554
3,0.9,2.7,1.8000000000000003,35.0,200.0,1078.5485503092486,2.9569227987060316,1075.5916275105426,597.5509041725236,25350.644419440396
3,0.9,2.7,1.8000000000000003,40.0,200.0,977.5236599272953,2.9569227987060316,974.5667371285892,541.4259650714384,27071.29825357192
3,0.9,2.7,1.8000000000000003,45.0,200.0,895.220305995384,2.9569227987060316,892.263383196678,495.7018795537099,28782.689780537992
3,0.9,2.7,1.8000000000000003,50.0,200.0,811.3345951102605,2.9569227987060316,808.3776723115544,449.09870683975237,29939.913789316826
3,0.9,2.7,1.8000000000000003,55.0,200.0,748.6442067821479,2.9569227987060316,745.6872839834418,414.2707133241343,31427.433424589504
3,0.9,2.7,1.8000000000000003,60.0,200.0,699.1850439803843,2.9569227987060316,696.2281211816783,386.79340065648785,33153.72005627039
3,0.9,2.7,1.8000000000000003,65.0,200.0,657.3434498398768,2.9569227987060316,654.3865270411708,363.54807057842817,35008.33272236716
3,0.9,2.7,1.8000000000000003,70.0,200.0,601.6046449275984,2.9569227987060316,598.6477221288924,332.5820678493846,35816.53038377988
3,0.9,2.7,1.8000000000000003,75.0,200.0,543.2668689609843,2.9569227987060316,540.3099461622783,300.17219231237675,36020.6630774852
3,0.9,2.7,1.8000000000000003,80.0,200.0,510.4825780660432,2.9569227987060316,507.52565526733713,281.9586973707428,37594.4929827657
3,0.9,2.7,1.8000000000000003,85.0,200.0,481.550201162167,2.9569227987060316,478.59327836346097,265.88515464636714,39304.761991202104
3,0.9,2.7,1.8000000000000003,90.0,200.0,431.377760839664,2.9569227987060316,428.42083804095796,238.01157668942105,38947.34891281435
3,0.9,2.7,1.8000000000000003,95.0,200.0,401.5370309567637,2.9569227987060316,398.58010815805767,221.4333934211431,40068.89976192114
3,0.9,2.7,1.8000000000000003,100.0,200.0,371.16506029336256,2.9569227987060316,368.2081374946565,204.56007638592024,40912.015277184044
3,0.9,2.7,1.8000000000000003,105.0,200.0,342.7556983459576,2.9569227987060316,339.7987755472516,188.77709752625086,41729.67419001334
3,0.9,2.7,1.8000000000000003,110.0,200.0,325.59901515710715,2.9569227987060316,322.6420923584011,179.24560686577837,43815.5927894125
3,0.9,2.7,1.8000000000000003,115.0,200.0,294.3266853920104,2.9569227987060316,291.36976259330436,161.8720903296135,43800.683265660125
3,0.9,2.7,1.8000000000000003,120.0,200.0,259.33533052717826,2.9569227987060316,256.3784077284722,142.4324487380401,42729.73462141203
3,0.9,2.7,1.8000000000000003,125.0,200.0,245.3022818274668,2.9569227987060316,242.34535902876075,134.63631057153373,44878.77019051124
3,0.9,2.7,1.8000000000000003,130.0,200.0,223.1451342933325,2.9569227987060316,220.18821149462644,122.32678416368134,45435.662689367346
3,0.9,2.7,1.8000000000000003,135.0,200.0,204.8356842906092,2.9569227987060316,201.87876149190316,112.15486749550173,46587.40649813149
3,0.9,2.7,1.8000000000000003,140.0,200.0,185.7502483201166,2.9569227987060316,182.79332552141057,101.55184751189475,47390.86217221756
3,0.9,2.7,1.8000000000000003,145.0,200.0,169.0929712272269,2.9569227987060316,166.1360484285209,92.2978046825116,48666.11519623339
3,0.9,2.7,1.8000000000000003,150.0,200.0,143.38657529375095,2.9569227987060316,140.42965249504493,78.01647360835828,46809.88416501496
3,0.9,2.7,1.8000000000000003,155.0,200.0,121.3755873156889,2.9569227987060316,118.41866451698287,65.78814695387936,45320.723457116896
3,0.9,2.7,1.8000000000000003,160.0,200.0,114.23819802574616,2.9569227987060316,111.28127522704013,61.82293068168895,49458.34454535115
3,0.9,2.7,1.8000000000000003,165.0,200.0,95.3924706856173,2.9569227987060316,92.43554788691127,51.35308215939514,48418.620321715425
3,0.9,2.7,1.8000000000000003,170.0,200.0,91.74677387823994,2.9569227987060316,88.7898510795339,49.327695044185496,55904.72105007691
3,0.9,2.7,1.8000000000000003,175.0,200.0,79.56168595437083,2.9569227987060316,76.6047631556648,42.5582017531471,59581.48245440595
3,0.9,2.7,1.8000000000000003,180.0,200.0,51.076220638019294,2.9569227987060316,48.11929783931326,26.73294324406292,48119.29783931324
3,0.9,2.7,1.8000000000000003,185.0,200.0,42.598146288365584,2.9569227987060316,39.64122348965955,22.022901938699746,54323.15811545935
3,0.9,2.7,1.8000000000000003,190.0,200.0,24.571696110752526,2.9569227987060316,21.614773312046495,12.008207395581385,45631.1881032093
3,0.9,2.7,1.8000000000000003,195.0,200.0,15.095538544520466,2.9569227987060316,12.138615745814434,6.743675414341351,52600.66823186258
3,0.9,2.7,1.8000000000000003,200.0,200.0,2.9569227987060316,2.9569227987060316,0.0,0.0,nan
3,0.1,2.7,2.6,20.0,200.0,2553.000717821644,89.0978348777283,2463.9028829439153,947.6549549784289,21058.99899952064
3,0.1,2.7,2.6,25.0,200.0,2272.744267155598,89.0978348777283,2183.6464322778697,839.8640124145653,23996.114640416148
3,0.1,2.7,2.6,30.0,200.0,2050.8475197031025,89.0978348777283,1961.7496848253743,754.5191095482209,26630.086219348974
3,0.1,2.7,2.6,35.0,200.0,1850.06101178787,89.0978348777283,1760.9631769101418,677.2935295808237,28733.664891307675
3,0.1,2.7,2.6,40.0,200.0,1679.5632553736978,89.0978348777283,1590.4654204959695,611.7174694215267,30585.87347107634
