block,speed_um_per_s,distance_nm,early_map_order,late_map_order,early_force_pN,late_force_pN,pair_mean_force_pN,pair_half_difference_pN
1,0.1,295.0,1,8,-0.696270857360965,-0.18814190872788067,-0.44220638304442283,0.2540644743165421
1,0.1,300.0,1,8,-2.105048841064837,-1.4187682594126492,-1.761908550238743,0.3431402908260939
1,0.3,20.0,2,7,1200.6988810211087,1099.2039258007112,1149.95140341091,50.74747761019876
1,0.3,25.0,2,7,1006.4135657336893,923.0615973398985,964.7375815367939,41.6759841968954
1,0.3,30.0,2,7,858.908155500344,790.9791184177499,824.9436369590469,33.96451854129708
1,0.3,35.0,2,7,737.2708163340037,688.1508341615477,712.7108252477757,24.559991086228024
1,0.3,40.0,2,7,642.0360031337195,591.8587250657653,616.9473640997423,25.08863903397713
1,0.3,45.0,2,7,546.9747523353228,515.8071630727774,531.3909577040502,15.583794631272724
1,0.3,50.0,2,7,485.8337016909536,444.8592568550266,465.3464792729901,20.487222417963494
1,0.3,55.0,2,7,425.9211236064862,415.0548846173095,420.48800411189785,5.433119494588368
1,0.3,60.0,2,7,388.7991312093204,368.7047767978431,378.7519540035818,10.047177205738649
1,0.3,65.0,2,7,339.0324816380038,324.91494635291457,331.9737139954592,7.058767642544609
1,0.3,70.0,2,7,314.0273516997411,293.462874463145,303.74511308144304,10.282238618298038
1,0.3,75.0,2,7,288.0881889692687,246.06748227370383,267.07783562148626,21.010353347782427
1,0.3,80.0,2,7,271.45815732978855,238.1617115542135,254.809934442001,16.648222887787526
1,0.3,85.0,2,7,233.57880925512453,206.9489589557054,220.26388410541495,13.314925149709566
1,0.3,90.0,2,7,209.82478324761038,199.95316484213964,204.888974044875,4.935809202735371
1,0.3,95.0,2,7,206.65362453645741,190.47625344913132,198.56493899279437,8.088685543663047
1,0.3,100.0,2,7,188.37869317294434,176.5612573357755,182.46997525435992,5.908717918584415
1,0.3,105.0,2,7,178.59582751536448,161.3689638822235,169.982395698794,8.613431816570483
1,0.3,110.0,2,7,158.81302722449567,146.38099890351617,152.59701306400592,6.216014160489749
1,0.3,115.0,2,7,147.82561265232863,143.73365867847141,145.7796356654,2.0459769869286077
1,0.3,120.0,2,7,131.422275776597,133.27215011270985,132.34721294465342,0.9249371680564309
1,0.3,125.0,2,7,136.6156783570093,116.57400898161535,126.59484366931233,10.020834687696976
1,0.3,130.0,2,7,121.80160713261802,110.31411547582218,116.0578613042201,5.74374582839792
