block,distance_nm,speed_um_per_s,pair_mean_force_pN,double_centered_interaction_pN
2,70.0,0.1,121.48511586082871,-95.01654251230576
2,70.0,0.3,271.73264968130354,-70.85240832102096
2,70.0,0.9,619.4540037999657,8.101182791545
2,70.0,2.7,1217.3646490199687,157.7677680417816
2,75.0,0.1,104.64410384650867,-66.59624593476968
2,75.0,0.3,245.11095065161987,-52.212798758848464
2,75.0,0.9,572.3844884398409,6.292976023276367
2,75.0,2.7,1126.8516410566726,112.51606867034167
2,80.0,0.1,87.88542462678195,-42.98625261493328
2,80.0,0.3,229.59578739203533,-27.359289478869925
2,80.0,0.9,529.2264973726108,3.503657495609332
2,80.0,2.7,1040.8087844449617,66.84188459819387
2,85.0,0.1,77.28628054616199,-16.956429789153162
2,85.0,0.3,203.65743647501125,-16.668673489493983
2,85.0,0.9,486.196822533198,-2.8970504374033794
2,85.0,2.7,973.8600866564182,36.522153716050354
2,90.0,0.1,75.21518704517513,9.715839833931
2,90.0,0.3,190.05364656221468,-1.5291002782194596
2,90.0,0.9,450.4227138272459,-9.927796019284415
2,90.0,2.7,910.3356262798698,1.7410564635729884
2,95.0,0.1,66.35544440110706,30.784797000544188
2,95.0,0.3,179.3017904312507,17.647743401497735
2,95.0,0.9,416.82404150191553,-13.59776853393356
2,95.0,2.7,843.8310981375073,-34.83477186810825
2,100.0,0.1,57.90306643226165,49.84689540533196
2,100.0,0.3,167.39538646711222,33.25581581099249
2,100.0,0.9,387.3346694500592,-15.572664212156667
2,100.0,2.7,783.6213466278147,-67.53004700416767
2,105.0,0.1,49.679073124545596,67.51768845414301
2,105.0,0.3,150.04754606243768,41.80276176284502
2,105.0,0.9,371.5272202135677,-5.485327092121054
2,105.0,2.7,721.4214841505882,-103.83512312486704
2,110.0,0.1,44.37112200970725,85.95160064175155
2,110.0,0.3,136.26053482447097,51.75761382732526
2,110.0,0.9,332.6473534819749,-20.62333052126695
2,110.0,2.7,684.4288600251984,-117.08588394780992
2,115.0,0.1,38.13515214922994,101.98737655270014
2,115.0,0.3,123.91772314478355,61.686547919063685
2,115.0,0.9,309.4358176698985,-21.563120561917515
2,115.0,2.7,637.1321942917361,-142.1108039098463
2,120.0,0.1,33.71542435340273,116.93736854313568
2,120.0,0.3,115.28252147368036,72.42106603422326
2,120.0,0.9,294.2404260711414,-17.38879237441182
2,120.0,2.7,587.9036362123727,-171.969642202947
2,125.0,0.1,30.30741492657772,129.68095305567584
2,125.0,0.3,110.4923085278931,83.7824470278012
2,125.0,0.9,283.1483704021513,-12.329254104036806
2,125.0,2.7,542.5875384965142,-201.13414597944035
2,130.0,0.1,26.239848491436284,143.59897897279683
2,130.0,0.3,103.6960382789648,94.97176913113532
2,130.0,0.9,266.4656454427788,-11.02638671114687
2,130.0,2.7,498.19173073090684,-227.54436139278533
2,135.0,0.1,30.06879975922654,162.67290251736432
2,135.0,0.3,95.34792035164656,101.8686234805943
2,135.0,0.9,251.37000749253042,-10.877052384618025
2,135.0,2.7,456.82664623357425,-253.6644736133406
2,140.0,0.1,22.58249636239553,171.5355403532718
2,140.0,0.3,85.62630519042,108.4959495521062
2,140.0,0.9,239.21518032916694,-6.682938315243007
2,140.0,2.7,420.79362702404137,-273.34855159013506
2,145.0,0.1,22.14405082941195,181.28310455153468
2,145.0,0.3,83.86430551826086,116.91995961119352
2,145.0,0.9,219.1438300600159,-16.568278853147604
2,145.0,2.7,402.3213835733493,-281.63478530958065
2,150.0,0.1,22.017913243809765,194.8274084196592
2,150.0,0.3,82.93095199852989,129.65704754518924
2,150.0,0.9,199.99864296290988,-22.043024496526925
2,150.0,2.7,367.8442959608817,-302.4414314683216
2,155.0,0.1,19.534219699238434,202.31254587013322
2,155.0,0.3,78.3125618543811,135.00748839608588
2,155.0,0.9,190.93143227973908,-21.141404184652345
2,155.0,2.7,344.138266352591,-316.17863008156684
2,160.0,0.1,13.930279744106592,210.61043905314676
