block,distance_nm,speed_um_per_s,pair_mean_force_pN,double_centered_interaction_pN
4,110.0,0.1,58.29962901832209,89.08787482673341
4,110.0,0.3,129.89338253767346,58.30996004970484
4,110.0,0.9,307.29631646011194,-7.713059057781152
4,110.0,2.7,593.5903811393101,-139.68477581865704
4,115.0,0.1,50.09684226601048,98.1486655566062
4,115.0,0.3,117.32038860993002,63.00054360414572
4,115.0,0.9,293.762118841046,-3.9836791946627272
4,115.0,2.7,558.8460495096937,-157.16552996608914
4,120.0,0.1,49.92104323523313,114.93539790128398
4,120.0,0.3,108.87754530720397,71.52023167687486
4,120.0,0.9,271.5096660647513,-9.273600595502273
4,120.0,2.7,521.8670191176712,-177.18202898265633
4,125.0,0.1,46.697572259478775,126.67532212168658
4,125.0,0.3,106.91201240602965,84.51809397185752
4,125.0,0.9,250.2467476123895,-15.573123851707123
4,125.0,2.7,488.46536066233386,-195.62029224183686
4,130.0,0.1,41.91771407707236,136.21789721119927
4,130.0,0.3,91.9230036671735,83.85151850492042
4,130.0,0.9,244.08765151525245,-7.40978667692508
4,130.0,2.7,457.1035905930572,-212.65962903919433
4,135.0,0.1,39.73406015622971,150.13857394774573
4,135.0,0.3,94.67981445068231,102.71265994581836
4,135.0,0.9,216.55411202223468,-18.838995512553765
4,135.0,2.7,419.6466505938523,-234.0122383810102
4,140.0,0.1,36.169461855652145,162.73428622634736
4,140.0,0.3,87.6208231452494,111.81397921956466
4,140.0,0.9,203.1635059779261,-16.069290977683067
4,140.0,2.7,379.01960392745445,-258.4789744682288
4,145.0,0.1,38.71916080391885,171.94582781437902
4,145.0,0.3,90.02744411502292,120.88244282910313
4,145.0,0.9,199.6606966213951,-12.910257694449115
4,145.0,2.7,350.9187228068855,-279.9180129490328
4,150.0,0.1,28.98813523372972,179.7420534211084
4,150.0,0.3,79.12912192698636,127.51137181798504
4,150.0,0.9,178.53936506160005,-16.504338077325656
4,150.0,2.7,322.5603974172322,-290.74908716176765
4,155.0,0.1,27.966012398483976,190.67421083396886
4,155.0,0.3,73.41027723356717,133.74680737267204
4,155.0,0.9,166.7579720848088,-16.331450806010707
4,155.0,2.7,293.2656369302636,-308.08956740063
4,160.0,0.1,25.07540150447118,194.09203657647925
4,160.0,0.3,79.02676716191769,145.6717339375458
4,160.0,0.9,160.4308803065782,-16.350105947718134
4,160.0,2.7,271.6331031280636,-323.4136645663068
4,165.0,0.1,28.38306913222852,208.00353899266986
4,165.0,0.3,66.46073163516601,143.7095331992274
4,165.0,0.9,148.0791966656247,-18.09795480023837
4,165.0,2.7,250.82781551427843,-333.6151173916587
4,170.0,0.1,22.173955386056058,210.72607343843498
4,170.0,0.3,69.21790690634631,155.39835666234524
4,170.0,0.9,138.50469369870314,-18.740809575222386
4,170.0,2.7,228.12766418844194,-347.3836205255576
4,175.0,0.1,22.123714074131623,218.1588344247749
4,175.0,0.3,55.07702784269169,148.74047989695498
4,175.0,0.9,143.05307735858537,-6.7094236170757995
4,175.0,2.7,207.83839171108127,-360.189890704654
4,180.0,0.1,17.07941180259494,224.06605090266834
4,180.0,0.3,57.86408281908405,162.47905362277743
4,180.0,0.9,127.50553268295694,-11.305449543274108
4,180.0,2.7,181.83710868413363,-375.2396549821715
4,185.0,0.1,23.375389587818294,236.8544342635003
4,185.0,0.3,47.14257028673121,158.24994666603328
4,185.0,0.9,123.24609662426943,-9.072480026352991
4,185.0,2.7,164.55245718751598,-386.0319009031805
4,190.0,0.1,19.292605792411187,238.4327694266155
4,190.0,0.3,56.3567109203717,173.12520625819604
4,190.0,0.9,113.97150902391594,-12.685948668184153
4,190.0,2.7,146.05121211554695,-398.87202701662727
4,195.0,0.1,17.444421353680873,248.06294374337838
4,195.0,0.3,39.73729912621543,167.98415321953297
4,195.0,0.9,109.12153666770374,-6.057562268903212
4,195.0,2.7,123.45534568267297,-409.98953469400806
4,200.0,0.1,17.445440262397973,252.70280759582667
4,200.0,0.3,47.12609378723927,180.011792824288
4,200.0,0.9,98.09626508061591,-12.443988912259783
4,200.0,2.7,108.53542392509506,-420.2706115078547
