block,distance_nm,speed_intercept_pN,speed_slope_pN_per_um_s,distance_times_speed_slope_pN_nm_per_um_s,speed_linear_r2
3,260.0,35.88786278348663,-43.51606785769014,-11314.177642999437,0.8068304236815245
3,265.0,31.13899394245989,-47.35991302266081,-12550.376951005115,0.8319352221395869
3,270.0,33.90299477781072,-54.33099002018606,-14669.367305450236,0.8600693186850943
3,275.0,30.301209662043497,-56.354831875977084,-15497.578765893699,0.897033762787147
3,280.0,33.36612662718762,-65.19736924244344,-18255.263387884163,0.8721941406092639
3,285.0,32.13000712383763,-71.93914345648487,-20502.65588509819,0.9148863872479429
3,290.0,35.09244506675198,-80.5600971704079,-23362.42817941829,0.9311005158737254
3,295.0,32.58753826083529,-87.58422349445338,-25837.345930863747,0.9395970233654755
3,300.0,34.65204682262783,-95.24544645749123,-28573.633937247367,0.9423463722044936
4,20.0,641.5906771070103,948.1118251325724,18962.23650265145,0.9841877602583925
4,25.0,534.7368445662133,832.8614028336713,20821.535070841783,0.9798438001034956
4,30.0,466.1029328040555,729.9566165994423,21898.69849798327,0.9832132211141623
4,35.0,386.8617697732506,673.8089377805269,23583.31282231844,0.9815151548627126
4,40.0,328.43733015690776,615.7128818324074,24628.515273296296,0.9837785457863537
4,45.0,286.5467773145016,561.9303209082327,25286.86444087047,0.9825659349651992
4,50.0,252.68812153487244,519.9501429537743,25997.507147688713,0.9836971529152763
4,55.0,218.18568092527465,480.17390202790284,26409.564611534657,0.9856075916902179
4,60.0,196.00382889804757,432.3016503029019,25938.099018174114,0.9864311370562138
4,65.0,173.63415803071,394.7240463446352,25657.06301240129,0.9824518829710822
4,70.0,151.91504962975023,367.0751573515896,25695.26101461127,0.9829045895528636
4,75.0,136.58985584532326,341.3161955111161,25598.71466333371,0.984198788083072
4,80.0,116.80068520540596,325.22165641659706,26017.732513327763,0.9836972538746007
4,85.0,105.27187370358162,300.5994168320612,25550.950430725203,0.984505128563754
4,90.0,96.98031872054251,278.0925112285146,25028.326010566314,0.9847196891515102
4,95.0,85.87004833244762,262.0391101296562,24893.715462317337,0.9768136086150271
4,100.0,85.75892919703662,236.4913927597983,23649.13927597983,0.9772325499558175
4,105.0,78.74175959749783,214.0382782782969,22474.019219221176,0.9757432500139402
4,110.0,73.46540767029364,198.80451961856073,21868.497158041682,0.9734327840874275
4,115.0,66.0895302314285,188.91681957524156,21725.43425115278,0.9685348579344917
