source,map_order,relative_time_min,point_index,row,column,fit_variant,baseline_method,include_fixed_two_sphere_hydrodynamics,gap_speed_um_per_s,fit_min_nm,fit_max_nm,fit_success,solver_status,solver_message,fit_status,n_distance_bins,lambda_D_nm,zeta_magnitude_mV,zeta_signed_silica_mV,baseline_pN,rmse_pN,r2,far_noise_scale_pN,ordinary_reduced_chi2_diagnostic,soft_l1_cost,optimality,nfev,lambda_boundary,zeta_boundary,baseline_boundary,dimensionless_potential_epsi_over_kT,reference_25mV_ceiling_satisfied
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,4,0,4,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.993007923358745,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,20.535512531775453,38.467491009052154,-38.467491009052154,-10.047725917402191,7.3435564294234466,0.9945451335345743,21.68989987927271,0.12474426407626868,1.991691638866765,1.9018819819295589e-06,12,False,False,False,1.4942148836991147,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,5,0,5,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.992123700767377,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,27.183038070258952,37.60367857314994,-37.60367857314994,-87.58227998980806,11.961170688362808,0.9832091391855113,23.17303073264944,0.2899375786091445,4.3722881719444935,1.5236590467089724e-05,29,False,False,False,1.460661320298119,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,5,0,5,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.992123700767377,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,27.142150820186295,37.94821518191132,-37.94821518191132,-86.46642235851328,12.159880524054886,0.982646615024222,23.17303073264944,0.29965101111479886,4.501278889532533,1.5601717812555447e-05,31,False,False,False,1.4740443540049266,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,5,0,5,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.992123700767377,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,28.197279956222165,38.26948759682371,-38.26948759682371,-1.8451964473544384,12.614906634564687,0.9822695646222768,23.17303073264944,0.32249665391669824,4.813960860437996,3.4583139780271665e-05,17,False,False,False,1.4865237232461148,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,6,0,6,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.991731056787462,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.641597409521747,36.13037863534067,-36.13037863534067,-48.23479879115811,7.122939345256798,0.9930058836700103,30.468818308000696,0.05947440108199175,0.9736513492846703,1.8304974089565719e-06,24,False,False,False,1.4034330832210098,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,6,0,6,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.991731056787462,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.601127300413932,36.493085309557706,-36.493085309557706,-47.11010721516186,7.301799115978853,0.9926502237090999,30.468818308000696,0.06249875214594074,1.0205514328852083,2.76801748782076e-06,16,False,False,False,1.4175219072335916,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,6,0,6,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.991731056787462,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,27.283364718235156,36.58915365519523,-36.58915365519523,12.94743870016925,7.46031655161828,0.9926169761836041,30.468818308000696,0.06524182427130149,1.063997845469811,2.144765098618834e-06,14,False,False,False,1.421253545251526,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,7,0,7,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.9925349621691322,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.91253775404516,35.34169078935511,-35.34169078935511,61.74221299003651,12.765876693780381,0.9760279626950084,28.410150787756923,0.21972375886519682,3.39989662919674,1.5594971525394794e-05,34,False,False,False,1.3727976274854927,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,7,0,7,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.9925349621691322,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.868256019092467,35.70820536882619,-35.70820536882619,62.8752796789453,12.976717231109925,0.975229581912426,28.410150787756923,0.22704158606206193,3.5015297981643956,1.613802667037577e-05,24,False,False,False,1.3870343641525538,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,7,0,7,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.9925349621691322,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.576142702504335,35.15673510299291,-35.15673510299291,41.821733401951604,12.567811507558222,0.9763929310927297,28.410150787756923,0.2129585330531207,3.3058591815899563,1.4182272389038683e-05,15,False,False,False,1.3656132873547016,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,8,1,7,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.9907447016252722,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,24.184140384746243,40.4073380454998,-40.4073380454998,86.98329235770085,15.489838516055434,0.9806553021786102,19.660657691764275,0.6754924569779879,8.541025938853252,3.493595172659685e-05,24,False,False,False,1.5695654781342343,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,8,1,7,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.9907447016252722,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,24.20641777239886,40.72167541450735,-40.72167541450735,88.11298767732136,15.6791231345155,0.980179632105728,19.660657691764275,0.6921022561699307,8.699530215417326,2.135359011336716e-05,12,False,False,False,1.5817754653975933,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,8,1,7,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.9907447016252722,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,23.8117109966754,40.165308423078194,-40.165308423078194,45.18018668320704,15.064742751475663,0.9812944791499146,19.660657691764275,0.6389254143856083,8.169246535923445,2.0595994845281708e-05,20,False,False,False,1.560164182270323,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,9,1,6,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.9901389769409559,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.245055433588213,43.235988588170436,-43.235988588170436,20.517113714651444,16.225240949355655,0.9827650366759325,25.54499000688261,0.4390294388878998,6.234170739184127,2.8927504385436e-05,33,False,False,False,1.6794403784922385,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,9,1,6,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.9901389769409559,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.2338798077612,43.53290423328712,-43.53290423328712,21.64172303688696,16.43180304771934,0.9823234097322973,25.54499000688261,0.45027908448425613,6.369580242752175,2.8229271834073745e-05,32,False,False,False,1.6909736437117475,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,9,1,6,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.9901389769409559,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.249071328529578,43.23885123629295,-43.23885123629295,21.696941357078153,16.22972061593102,0.9827592237232805,25.54499000688261,0.4392718977833207,6.237159204030455,2.63028077555989e-05,29,False,False,False,1.6795515739801494,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,10,1,5,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.99063871693295,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,32.293395559444576,38.071520899538996,-38.071520899538996,-74.38457774169117,11.071680224131226,0.9845447221978614,34.150819236153794,0.11437934944364088,1.8143043876941893,4.041988658519759e-06,15,False,False,False,1.4788339889327964,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,10,1,5,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.99063871693295,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,32.13406128752643,38.398120236701786,-38.398120236701786,-73.22315721726838,11.27704066854245,0.9839660678571677,34.150819236153794,0.11866177696701585,1.8768975895565658,4.636702175741032e-06,24,False,False,False,1.491520274879547,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,10,1,5,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.99063871693295,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,33.10398805338436,38.65052644633311,-38.65052644633311,-15.563178190334638,11.38505997794227,0.9842848793086211,34.150819236153794,0.12094591378754664,1.9110123630320017,5.984268306955174e-06,24,False,False,False,1.5013246344901194,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,11,1,4,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.9933888047738213,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,25.165989574186423,33.62937517547342,-33.62937517547342,-167.45587271804052,9.068769539260089,0.9856058153064727,26.109690916261652,0.13128529264542216,2.0270097517943446,3.062426717243695e-06,15,False,False,False,1.3062851669964441,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,11,1,4,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.9933888047738213,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,25.166374597981523,34.01524229175649,-34.01524229175649,-166.35002622582562,9.221258828671466,0.985117675685504,26.109690916261652,0.13573747624283927,2.0856797138471723,3.000635661546433e-06,18,False,False,False,1.3212736253844515,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,11,1,4,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.9933888047738213,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,27.25889725381551,34.917277743067785,-34.917277743067785,-2.6180959580062058,9.79652152524934,0.9850508414762442,26.109690916261652,0.15320154310839365,2.298445510144459,4.913915524364352e-06,17,False,False,False,1.3563119073627696,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,12,1,3,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.9938405289783514,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.073859750372648,32.50828823223045,-32.50828823223045,-112.86326570796169,7.525855032122914,0.988555364781446,18.058441437391128,0.18900529606948496,2.713715280513366,1.473103431195604e-06,20,False,False,False,1.2627381418962056,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,12,1,3,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.9938405289783514,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.08266561371988,32.89848579436672,-32.89848579436672,-111.77129643776232,7.640250683223642,0.9882047955057722,18.058441437391128,0.19479486021690132,2.7611011693073975,1.9375503063316556e-06,13,False,False,False,1.2778948102838041,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,12,1,3,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.9938405289783514,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,27.418990244036795,33.318383408326355,-33.318383408326355,-11.06929900259646,7.602275722875298,0.9891911075257883,18.058441437391128,0.19286326304031087,2.6718894677075546,5.227613200079608e-06,18,False,False,False,1.2942051348708845,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,13,1,2,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.9949529481565371,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,23.549639031667514,30.605101193889492,-30.605101193889492,-150.24210585808459,8.30633792935875,0.9828217082826877,19.72074698631124,0.19306132210184251,2.921037586222495,3.4742270011951874e-06,15,False,False,False,1.1888115528581242,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,13,1,2,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.9949529481565371,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,23.588746870323455,31.031020635281152,-31.031020635281152,-149.12681809730407,8.4385348632518,0.9822705656361898,19.72074698631124,0.19925543789348185,2.995270483703764,3.523452008946665e-06,14,False,False,False,1.2053557867525175,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,13,1,2,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.9949529481565371,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,25.988482507199727,31.951988684994944,-31.951988684994944,17.01094113146394,8.822951409001226,0.9831748182420561,19.72074698631124,0.21782306235655355,3.1773735344094716,5.058773051773605e-06,19,False,False,False,1.2411294785425504,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,14,1,1,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.9910723095748644,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.268291991944274,38.3839018396887,-38.3839018396887,-115.82323080748468,10.922872058133164,0.9869969449768659,19.708023925800386,0.33427995785757814,4.540920494157187,4.54644901788222e-06,19,False,False,False,1.490967981504492,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,14,1,1,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.9910723095748644,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.254296282917334,38.729066625033525,-38.729066625033525,-114.72036403041002,11.055199433983534,0.9866799802105776,19.708023925800386,0.342428425162274,4.636717881322153,4.428969216582743e-06,19,False,False,False,1.504375415835722,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,14,1,1,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.9910723095748644,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,27.559093369368167,39.335903420964236,-39.335903420964236,11.309078094123713,11.321633336332297,0.9870233877424526,19.708023925800386,0.3591325892448621,4.8583499287910215,6.743794629202696e-06,16,False,False,False,1.5279471266146387,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,15,1,0,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.9899477447710678,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,22.753397742741793,46.01292035189017,-46.01292035189017,-73.0843394853799,11.69162756396825,0.9931314385617551,22.420910437339753,0.29591451220175774,4.283300237009152,6.408651638186048e-06,19,False,False,False,1.7873063365655233,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,15,1,0,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.9899477447710678,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,22.780956658329522,46.292778876377426,-46.292778876377426,-71.96539517567484,11.877847113883302,0.9929108967093971,22.420910437339753,0.3054159973740677,4.401027038362647,4.555669140519333e-06,9,False,False,False,1.7981770422354233,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,15,1,0,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.9899477447710678,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,23.34968915200788,46.48432823903163,-46.48432823903163,27.914588799520295,12.579300796326484,0.9923461334007398,22.420910437339753,0.3425542211626909,4.895963598250669,9.849071166458662e-06,19,False,False,False,1.8056175043277816,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,16,2,0,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.9904120241886922,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,34.226526242125324,38.76986894692746,-38.76986894692746,-33.043928023853205,17.341378260986108,0.9661950548657524,16.54886317948173,1.1949609112324218,12.875817650033895,5.786033913875083e-05,36,False,False,False,1.5059603238987163,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,16,2,0,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.9904120241886922,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,34.08601207226818,39.08099301596593,-39.08099301596593,-31.93097539684704,17.623250110407913,0.9650871725397895,16.54886317948173,1.2341231127539307,13.15765886250529,6.11869390511744e-05,26,False,False,False,1.5180454951027575,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,16,2,0,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.9904120241886922,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,34.850953981846686,39.10934712495388,-39.10934712495388,-5.133361417420619,17.58235965652656,0.9659058373659615,16.54886317948173,1.2284027933602943,13.064831492612917,6.482238652708448e-05,34,False,False,False,1.5191468700703592,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,17,2,1,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.9930475752093832,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,28.783373567811633,33.394791645897556,-33.394791645897556,-48.799829976684244,8.827150749339886,0.9847212524120909,24.45170239130537,0.14182268119312746,2.2700564447398834,3.3203994000989537e-06,25,False,False,False,1.2971731040006944,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,17,2,1,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.9930475752093832,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,28.671274067110495,33.78621473286435,-33.78621473286435,-47.6731841284955,8.964310372984118,0.9842427495167803,24.45170239130537,0.14626431249707814,2.337047781785625,3.5466536888441043e-06,18,False,False,False,1.312377376154332,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,17,2,1,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.9930475752093832,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,29.272419736951715,33.72688084232554,-33.72688084232554,-13.021748296693271,8.947953964802101,0.9847272102534034,24.45170239130537,0.14573104755370303,2.3278909551875007,3.5356265578824272e-06,18,False,False,False,1.3100726357092118,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,18,2,2,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.9945564677798964,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.435571400646758,28.972276149627813,-28.972276149627813,-72.61164558614566,8.949521138893125,0.9743609415205944,17.041632100791627,0.3001235207944142,4.510670761605564,5.739070827232289e-06,16,False,False,False,1.1253867902959303,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,18,2,2,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.9945564677798964,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.374561821045457,29.423582796412894,-29.423582796412894,-71.48851128873487,9.055708196692754,0.9737489115049994,17.041632100791627,0.3072877699519945,4.608065884903809,7.4079715833010135e-06,19,False,False,False,1.142917154014737,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,18,2,2,far_constant_fixed_two_sphere_hydrodynamics,far_constant_referenced,True,1.9945564677798964,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,27.83589118281404,29.742669808719857,-29.742669808719857,0.6232508269730733,9.211465560539953,0.9748205035415114,17.041632100791627,0.3179493208425456,4.7593756310775905,6.778348056283557e-06,14,False,False,False,1.1553116344052554,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,19,2,3,far_linear_fixed_two_sphere_hydrodynamics,linear_drift_corrected,True,1.9947189817563216,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.423475149623318,29.527025188144897,-29.527025188144897,-89.84321281920633,6.49285958817624,0.9872031576227309,18.45051759421518,0.1347651879396223,2.147988056077062,6.97597199566754e-08,12,False,False,False,1.1469352263474246,False
31-08-26/map-data-2026.08.31-15.01.59.514.jpk-force-map,2,0.0,19,2,3,far_linear_no_hydrodynamics,linear_drift_corrected,False,1.9947189817563216,20.0,200.0,True,2,`ftol` termination condition is satisfied.,interior_solution,37,26.34921566151372,29.973037860702323,-29.973037860702323,-88.70233906677866,6.511950498215419,0.9871277940560205,18.45051759421518,0.13555885132408177,2.1611212553450945,1.620979237251119e-07,14,False,False,False,1.1642599531796711,False
