analysis_variant,acquisition_order,block,speed_um_per_s,distance_nm,available_pixels,original_map_median_force_pN,empirical_hyd_full_model_pN,empirical_hyd_reference_value_pN,empirical_hyd_shape_correction_pN,full_model_corrected_map_median_force_pN,full_model_corrected_map_force_q25_pN,full_model_corrected_map_force_q75_pN,pb_fit_gauge_centered_map_median_force_pN,pb_fit_gauge_centered_map_force_q25_pN,pb_fit_gauge_centered_map_force_q75_pN,map_force_spatial_mad_pN,hyd_reference_distance_nm,hyd_coefficient_pN_nm_per_um_s_to_alpha,hyd_velocity_exponent_alpha,hyd_distance_shift_D0_nm
shared_empirical_20_200,2,1,0.3,35.0,64,737.2708163340037,709.1131293125482,178.75506613161025,530.358063180938,28.15768702145556,-146.03296735349159,98.34277024664209,206.9127531530658,32.722098778118664,277.09783637825234,180.91709708648924,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,40.0,64,642.0360031337195,663.3431604581147,178.75506613161025,484.5880943265044,-21.30715732439512,-162.68118909122165,43.02060074382064,157.44790880721513,16.073877040388595,221.7756668754309,138.06242288749246,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,45.0,64,546.9747523353228,623.123428598052,178.75506613161025,444.36836246644174,-76.14867626272917,-179.93734411299374,5.096868177420788,102.60638986888108,-1.1822779813834927,183.85193430903104,130.69986265734784,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,50.0,64,485.8337016909536,587.5020826067079,178.75506613161025,408.7470164750976,-101.66838091575426,-183.93712508654045,-45.074711590171546,77.086685215856,-5.1820589549301985,133.6803545414387,93.7852226639147,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,55.0,64,425.9211236064862,555.7331551518932,178.75506613161025,376.978089020283,-129.81203154540702,-200.74631089454817,-71.74935264848483,48.943034586203225,-21.991244762937924,107.00571348312542,93.38987867610965,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,60.0,64,388.7991312093204,527.2237529622093,178.75506613161025,348.4686868305991,-138.42462175288892,-195.79500602158748,-88.98165380105252,40.330444378721324,-17.039939889977234,89.77341233055773,80.09718319207074,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,65.0,64,339.0324816380038,501.4967088975873,178.75506613161025,322.7416427659771,-162.46422725958354,-205.59368888274588,-116.0975932377624,16.29083887202671,-26.83862275113563,62.65747289384785,67.1590814208569,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,70.0,64,314.0273516997411,478.16366010293103,178.75506613161025,299.4085939713208,-164.13630840318996,-192.86116756509824,-127.22809630888327,14.618757728420292,-14.106101433487993,51.52696982272698,54.291549595399864,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,75.0,64,288.0881889692687,456.9053075619619,178.75506613161025,278.1502414303516,-168.8171185926932,-204.6335244361058,-132.5234161440904,9.937947538917058,-25.878458304495553,46.23164998751986,54.14171434683816,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,80.0,64,271.45815732978855,437.4567172714138,178.75506613161025,258.7016511398036,-165.99855994162527,-207.9778890027198,-138.43515731101667,12.756506189984975,-29.222822871109543,40.31990882059358,51.21481786354075,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,85.0,64,233.57880925512453,419.5962221596596,178.75506613161025,240.84115602804934,-186.01741290453506,-227.97074736763838,-143.08856032521174,-7.262346772924815,-49.21568123602813,35.666505806398504,63.43405432583506,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,90.0,64,209.82478324761038,403.1369360378635,178.75506613161025,224.38186990625326,-193.31215279025312,-216.05609233947447,-156.26380347025227,-14.557086658642874,-37.301026207864226,22.49126266135798,48.55973725902781,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,95.0,64,206.65362453645741,387.92018942993263,178.75506613161025,209.16512329832238,-181.26656489347522,-206.5468167528654,-144.38614498408194,-2.5114987618649707,-27.791750621255147,34.36892114752831,45.45345605109923,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,100.0,64,188.37869317294434,373.8103979508086,178.75506613161025,195.05533181919833,-185.43170477786424,-210.30007728520118,-144.61740257048353,-6.676638646253991,-31.545011153590934,34.137663561126715,44.747560088285965,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,105.0,64,178.59582751536448,360.6910112924105,178.75506613161025,181.93594516080026,-182.09518377704603,-206.54615991439954,-155.9943376292365,-3.3401176454357824,-27.79109378278929,22.760728502373752,39.56127087245549,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,110.0,64,158.81302722449567,348.4612863408071,178.75506613161025,169.70622020919683,-189.6482591163114,-211.02245399787077,-173.12348157564622,-10.893192984701159,-32.26738786626052,5.631584555964025,27.833887035930974,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,115.0,64,147.82561265232863,337.03369523618824,178.75506613161025,158.278629104578,-189.2080825838596,-213.08800594646425,-165.6496456308974,-10.453016452249358,-34.332939814854,13.105420500712853,36.20071187877023,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,120.0,64,131.422275776597,326.331827245778,178.75506613161025,147.57676111416777,-194.90955146918103,-217.39087765143972,-165.21629826825776,-16.154485337570776,-38.635811519829474,13.53876786335249,40.90529305205352,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,125.0,64,136.6156783570093,316.28867806699265,178.75506613161025,137.5336119353824,-179.67299970998334,-208.5499247850007,-150.32592695841333,-0.9179335783730949,-29.794858653390463,28.429139173196916,43.77124834655132,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,130.0,64,121.80160713261802,306.8452455882987,178.75506613161025,128.09017945668847,-185.0436384556807,-204.47696134053515,-153.9761507616933,-6.288572324070458,-25.721895208924906,24.778915369916945,33.39066232619704,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,135.0,64,127.7537073678634,297.9493699152894,178.75506613161025,119.19430378367917,-170.19566254742602,-200.611935030477,-156.3065533425243,8.559403584184224,-21.856868898866765,22.448512789085953,42.697985830050214,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,140.0,64,105.05149337316124,289.55476948747787,178.75506613161025,110.79970335586762,-184.50327611431663,-203.89392909023005,-154.1663459701972,-5.748209982706385,-25.138862958619796,24.58872016141305,36.31849220940386,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
shared_empirical_20_200,2,1,0.3,145.0,64,108.95144518250166,281.6202356721326,178.75506613161025,102.86516954052234,-172.66879048963094,-206.32613704618223,-153.17196391191405,6.086275641979313,-27.571070914571976,25.5831022196962,38.578327078735114,250.0,112407.03423471947,0.6501513458457943,37.464890960250294
