acquisition_order,point_index,gap_speed_um_per_s,far_distance_min_nm,far_distance_max_nm,far_sample_count,hydro_far_line_slope_pN_per_nm,hydro_far_line_intercept_pN,hydro_after_far_line_at_80nm_pN
3,32,3.987287995332957,686.7418126011937,885.6739905671044,200,-0.002233945750045685,3.5063009209842773,13.775588368059895
3,33,3.99994714482781,688.201549534582,883.9770984600973,200,-0.0022334317316135793,3.511402729533114,13.827765212320184
3,34,3.998406773315595,688.9900285303887,884.5724933067937,200,-0.002229496062042044,3.507611088444393,13.825848088009216
3,35,3.987464416632269,687.6863942071781,884.1450929492676,200,-0.0022302751438153723,3.5034552248467943,13.781418490158343
3,36,3.993282543643475,687.0218790420033,882.7778518462245,200,-0.002237750533630473,3.5118927230896753,13.796499946534782
3,37,3.9951674342207517,688.8074059072906,884.6324031480316,200,-0.002228762323469872,3.5056147278298764,13.811952650975066
3,38,3.989431570240998,686.6169779360413,881.6332451858589,200,-0.0022379915037110663,3.5103855300654363,13.780898267572798
3,39,3.981035718399082,686.8083247113137,884.0430501330685,200,-0.0022322511552958675,3.5022172938006944,13.75252527848054
3,40,3.983085500459649,685.5769319322742,883.7310019701761,200,-0.0022393372174747037,3.5087020315223736,13.753661103390272
3,41,3.9927953523356354,686.6330935339255,884.5920704183379,200,-0.002238312570726276,3.5121454003726527,13.795045209793464
3,42,3.9958746178665883,685.7645105879396,883.0642340119318,200,-0.002245327200973926,3.5190113634740556,13.80152342764335
3,43,3.9915188177711367,688.0682843031217,886.9481990862415,200,-0.0022293896174661308,3.50455582267901,13.797738557849646
3,44,3.986662991857571,685.9408978722738,883.8539484465705,200,-0.0022400380791695014,3.510826273705434,13.768659064515337
3,45,3.990790024284871,687.1096233579726,885.0884219396141,200,-0.0022352562907394795,3.5088624624510296,13.78875389955488
3,46,3.9888171059693907,687.9734472686584,883.9303795880343,200,-0.00223008836926163,3.5038903323603368,13.785396070338692
