acquisition_order,map_midpoint_time,nominal_speed_um_per_s,baseline_method,distance_nm,force_median_pN,pixel_spread_mad_pN,fit_weight_scale_pN,pixel_count,safe_dmin_nm,detected_snap_max_nm,in_primary_window
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,160.0,-13.825504941288859,113.96235714134208,113.96235714134208,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,165.0,-7.271969260921894,112.37543180780541,112.37543180780541,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,170.0,-10.638059112058418,112.54921939445356,112.54921939445356,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,175.0,-2.442226479800734,105.61018443872608,105.61018443872608,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,180.0,-2.125266955029296,105.22828821125022,105.22828821125022,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,185.0,-7.5189176625812095,114.5103105473635,114.5103105473635,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,190.0,-8.618460251570333,109.24544563795189,109.24544563795189,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,195.0,-10.073124535458643,110.00552064690272,110.00552064690272,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,200.0,-9.729337045918161,99.13563327761736,99.13563327761736,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,205.0,-8.988008808201375,99.69066558501906,99.69066558501906,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,210.0,-10.554840003212512,109.13990243831772,109.13990243831772,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,215.0,-9.853026736167164,103.56147408418856,103.56147408418856,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,220.0,-9.24653835519824,104.48439912893647,104.48439912893647,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,225.0,-9.281942419242153,105.04971428329434,105.04971428329434,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,230.0,-15.028872555103476,117.06640142030632,117.06640142030632,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,235.0,0.9154613981076991,102.00456916398592,102.00456916398592,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,240.0,-8.127012121776033,115.92803361718745,115.92803361718745,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,245.0,-9.639837369558029,119.1509249644723,119.1509249644723,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,250.0,-11.123620994551413,116.47101557238494,116.47101557238494,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,255.0,-10.712483437634576,100.74607056916426,100.74607056916426,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,260.0,-11.041693273614833,104.35861288264907,104.35861288264907,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,265.0,-16.447243308980436,103.16700981530418,103.16700981530418,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,270.0,-7.982726515604911,107.65781844908449,107.65781844908449,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,275.0,-13.331057835568076,106.64246356961823,106.64246356961823,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,280.0,-11.91276934312782,99.37706695915345,99.37706695915345,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,285.0,-5.2024019039781635,87.06674304462541,87.06674304462541,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,290.0,-1.9644717355702488,88.7490321970233,88.7490321970233,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,295.0,-2.9750727417283205,75.4408059906092,75.4408059906092,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,300.0,-7.204094391047279,82.22916545956332,82.22916545956332,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,305.0,-5.521122880835073,81.7238487241579,81.7238487241579,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,310.0,-8.313173446086202,85.26318140997621,85.26318140997621,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,315.0,0.22425597352189347,88.32861488621364,88.32861488621364,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,320.0,-2.9927305879619173,85.79493537238034,85.79493537238034,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,325.0,-4.034979900976634,87.51010487592721,87.51010487592721,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,330.0,1.0781914605119607,73.51894797634509,73.51894797634509,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,335.0,5.437867652297832,72.63556579985969,72.63556579985969,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,340.0,-6.166421633361276,80.74797836393185,80.74797836393185,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,345.0,-8.880304351696637,72.41605970710101,72.41605970710101,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,350.0,-4.042584304087782,77.71517315424049,77.71517315424049,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,355.0,-1.8162972750373108,77.34352932492983,77.34352932492983,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,360.0,2.805265922217993,74.8970254104264,74.8970254104264,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,365.0,-7.949797299528873,80.75905062993371,80.75905062993371,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,370.0,0.2139422325895879,65.13654265626535,65.13654265626535,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,375.0,-2.724028120825369,71.02826639796417,71.02826639796417,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,380.0,-0.16069315607686385,69.70896566056126,69.70896566056126,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,385.0,-6.137319844214925,76.90379957509106,76.90379957509106,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,390.0,-0.06547203621300124,72.15310916536976,72.15310916536976,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,395.0,0.2189132482298528,71.96108147390612,71.96108147390612,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,400.0,-4.86033574750786,78.17656673641876,78.17656673641876,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,405.0,-3.141322020277844,78.85218648873058,78.85218648873058,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,410.0,-7.53678772627981,72.12255559998074,72.12255559998074,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,415.0,-4.979664245768685,73.62880795942436,73.62880795942436,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,420.0,-10.0826784729187,74.84833350502012,74.84833350502012,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,425.0,-8.841419259522237,68.78915173946173,68.78915173946173,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,430.0,-8.352559928012784,65.75490106384665,65.75490106384665,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,435.0,-14.95820259869009,59.30279556748365,59.30279556748365,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,440.0,-8.804446659202213,65.6609108688693,65.6609108688693,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,445.0,-13.678538881064437,64.05485145222458,64.05485145222458,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,450.0,-4.511539041663569,59.301105194011214,59.301105194011214,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,455.0,-11.318293097052111,58.646090369540595,58.646090369540595,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,460.0,-8.11059834822617,65.674277969206,65.674277969206,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,465.0,-4.0848664884838835,67.53429003971645,67.53429003971645,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,470.0,-5.554511269648744,63.763763745697275,63.763763745697275,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,475.0,-0.2857921005314107,60.07604557694348,60.07604557694348,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,480.0,2.805154186934383,60.59199183065643,60.59199183065643,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,485.0,2.2938012511391217,59.826597563289475,59.826597563289475,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,490.0,7.643379802043954,56.740948156341574,56.740948156341574,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,495.0,7.857784159946566,55.64833301292325,55.64833301292325,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,linear_drift_corrected,500.0,-0.902482565960501,50.65691884218712,50.65691884218712,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,5.0,-4003.5771567227357,1240.9137229662526,1240.9137229662526,33,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,10.0,-2685.7833077306805,1398.50879567042,1398.50879567042,23,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,15.0,-1132.3549421505625,843.1995720422565,843.1995720422565,29,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,20.0,-385.2939442620354,726.9081985367354,726.9081985367354,41,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,25.0,713.1358229813106,103.0942188460836,103.0942188460836,61,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,30.0,568.2501873840072,58.32000746053357,58.32000746053357,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,35.0,401.9129965337035,52.68511716209546,52.68511716209546,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,40.0,308.7158739364072,50.833277450239116,50.833277450239116,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,45.0,228.22088518359595,46.885428846361805,46.885428846361805,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,50.0,186.24483326940233,44.370930066377326,44.370930066377326,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,55.0,147.02223859942185,39.72441183181162,39.72441183181162,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,60.0,125.31002314302776,41.81667636495982,41.81667636495982,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,65.0,109.99371065821893,42.37717453037503,42.37717453037503,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,70.0,101.33483437298966,43.40335999625497,43.40335999625497,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,75.0,91.16525136829003,41.358431555590926,41.358431555590926,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,80.0,85.05043113996078,46.53137891243531,46.53137891243531,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,85.0,77.73130464894373,51.177850920334784,51.177850920334784,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,90.0,69.75962344538408,45.410475034922605,45.410475034922605,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,95.0,76.58829718528256,38.48234789727561,38.48234789727561,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,100.0,77.36101749876131,41.51758992124231,41.51758992124231,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,105.0,75.88972160430043,35.22752927242423,35.22752927242423,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,110.0,76.2894421554364,36.57753244129654,36.57753244129654,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,115.0,65.64477786854566,34.108428234376206,34.108428234376206,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,120.0,63.57711263074308,31.012721748521017,31.012721748521017,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,125.0,70.09929237550247,40.66174967098051,40.66174967098051,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,130.0,70.91276423035126,35.65725223701613,35.65725223701613,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,135.0,68.22325603842405,35.65161258536652,35.65161258536652,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,140.0,59.60269929745213,33.455338083376304,33.455338083376304,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,145.0,65.47107715166672,36.72138978485975,36.72138978485975,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,150.0,62.33062057198197,36.9864996387658,36.9864996387658,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,155.0,60.85686150095357,40.25842212516085,40.25842212516085,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,160.0,59.997399957110865,40.381431248302135,40.381431248302135,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,165.0,62.3689401162362,32.20375145835525,32.20375145835525,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,170.0,58.9820411624349,41.277026419979435,41.277026419979435,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,175.0,67.273031115147,38.44638356138067,38.44638356138067,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,180.0,66.0866530363082,40.81882783725463,40.81882783725463,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,185.0,62.684413793021264,38.48230167062046,38.48230167062046,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,190.0,61.73297287118571,42.430150274503276,42.430150274503276,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,195.0,58.69855760151743,42.90355742599853,42.90355742599853,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,200.0,57.9016108552598,37.670099380623405,37.670099380623405,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,205.0,53.64374514050375,36.91831532585971,36.91831532585971,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,210.0,58.75723732673266,38.217284270015504,38.217284270015504,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,215.0,54.63098007112998,31.597904946535667,31.597904946535667,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,220.0,57.28603497062082,36.41102403784119,36.41102403784119,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,225.0,57.47632315498693,38.17558782917723,38.17558782917723,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,230.0,55.987223794477885,37.49392960673689,37.49392960673689,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,235.0,54.22106383978951,35.92624512975118,35.92624512975118,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,240.0,51.906862689518874,33.536696992335415,33.536696992335415,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,245.0,52.86082914681799,35.96775666398541,35.96775666398541,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,250.0,55.94896660912217,36.56426539193229,36.56426539193229,64,40,29.16552890190964,True
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,255.0,55.85823440913896,35.66492586137857,35.66492586137857,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,260.0,55.242720883399116,41.90381360553125,41.90381360553125,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,265.0,57.37034420387022,39.63168116626603,39.63168116626603,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,270.0,51.81107941860917,41.92452314598766,41.92452314598766,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,275.0,52.99751985634775,40.10314679834309,40.10314679834309,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,280.0,50.53655703414736,40.892744255107765,40.892744255107765,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,285.0,48.399891673126746,43.84080281186632,43.84080281186632,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,290.0,54.680742473596496,40.2924449416293,40.2924449416293,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,295.0,53.1213958118629,38.51637071374593,38.51637071374593,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,300.0,54.25161970095004,40.92108119329361,40.92108119329361,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,305.0,44.81378721221062,38.70576131033417,38.70576131033417,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,310.0,47.00274051116004,35.07234639891495,35.07234639891495,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,315.0,48.75755114598827,44.54899513302594,44.54899513302594,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,320.0,51.278503230312054,41.044275223048174,41.044275223048174,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,325.0,50.58126836568426,43.2102712674436,43.2102712674436,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,330.0,47.029586017753374,35.129112728575706,35.129112728575706,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,335.0,48.905622354831166,46.34961571355618,46.34961571355618,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,340.0,49.517363167099056,44.17779511090157,44.17779511090157,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,345.0,41.88026864328266,40.51211399581696,40.51211399581696,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,350.0,46.06031045042597,42.083542831679075,42.083542831679075,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,355.0,51.25561751389124,35.63085681825311,35.63085681825311,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,360.0,49.290064975385,39.39689599660717,39.39689599660717,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,365.0,42.07442307946664,38.777828662080346,38.777828662080346,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,370.0,42.53672078708994,33.02732550494522,33.02732550494522,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,375.0,40.497148233889064,37.139925899466476,37.139925899466476,64,40,29.16552890190964,False
1,2026-09-08T15:17:19.781500+02:00,2.0,far_constant_referenced,380.0,37.47682607569615,30.783622457157705,30.783622457157705,64,40,29.16552890190964,False
