source,timestamp,acquisition_order,block,nominal_speed_um_per_s,baseline_method,distance_nm,force_median_pN,force_q25_pN,force_q75_pN,pixel_count
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,135.0,10.583444416525651,3.5049063253011035,16.788651166786586,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,140.0,9.95867940280892,3.3565212609763986,16.22002659122368,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,145.0,8.613009095410442,1.5058270617769467,14.117354550784604,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,150.0,7.462967979131154,-0.5286742433465651,13.348472183526518,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,155.0,9.138496533303616,0.16090336050045614,14.151025089242552,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,160.0,7.316109440017973,-0.020069403078596365,13.820747026505808,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,165.0,6.69094001293595,-1.1707800012474152,12.179081579672578,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,170.0,4.973527320599164,-1.8112069083371776,11.68254187304657,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,175.0,6.2770481732688115,-0.8343191145393997,12.336435365288477,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,180.0,5.928492188870651,-0.6426964687934377,11.764559358430652,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,185.0,5.703952880951016,-0.29205111904453995,10.758948021283905,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,190.0,4.6603670953764444,-1.6031148443287635,10.46130511274482,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,195.0,3.839533167750827,-1.4047843183782107,7.499900284992231,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,200.0,4.331089835333705,-0.49852082959873467,8.53834226975312,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,205.0,4.29710425693381,-0.6964326098601812,8.422241600562938,64
27-08-26/0/map1-0.2-data-2026.08.27-14.00.12.429.jpk-force-map,2026-08-27T14:00:12.429000,1,1,0.2,linear_drift_corrected,210.0,2.6052631522602447,-1.4298308347706763,6.3808042649874395,64
