block,nominal_speed_um_per_s,actual_gap_speed_um_per_s,metric,metric_label,unit,early_value,late_value,pair_symmetric_value,pair_history_half_difference,early_source,late_source
3,0.05,0.048016408350180846,retract_pull_off_force_median_nN,retract pull-off,nN,-1.42093537252351,-0.6524925419435152,-1.0367139572335127,0.3842214152899974,27-08-26/0/map3-0.05-data-2026.08.27-15.48.41.060.jpk-force-map,27-08-26/0/map3-0.05-data-2026.08.27-16.29.39.734.jpk-force-map
3,0.05,0.048016408350180846,branch_contact_height_difference_median_nm,approach-retract contact-height difference,nm,2.133230322227424,1.0656790049979092,1.5994546636126667,-0.5337756586147574,27-08-26/0/map3-0.05-data-2026.08.27-15.48.41.060.jpk-force-map,27-08-26/0/map3-0.05-data-2026.08.27-16.29.39.734.jpk-force-map
3,0.1,0.09559196661002486,map_contact_invOLS_median_nm_per_V,InvOLS,nm/V,51.74854143237286,51.66493260272741,51.70673701755014,-0.04180441482272457,27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,27-08-26/0/map3-0.1-data-2026.08.27-16.18.55.666.jpk-force-map
3,0.1,0.09559196661002486,terminal_load_median_nN,terminal load,nN,21.844374645705308,21.82897877486024,21.836676710282774,-0.0076979354225343855,27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,27-08-26/0/map3-0.1-data-2026.08.27-16.18.55.666.jpk-force-map
3,0.1,0.09559196661002486,far_slope_median_pN_per_100nm,far slope,pN/100 nm,1.980106720279864,0.9834483517190369,1.4817775359994503,-0.4983291842804135,27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,27-08-26/0/map3-0.1-data-2026.08.27-16.18.55.666.jpk-force-map
3,0.1,0.09559196661002486,contact_height_median_um,contact height,um,13.432748164216488,13.509889597351393,13.47131888078394,0.03857071656745248,27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,27-08-26/0/map3-0.1-data-2026.08.27-16.18.55.666.jpk-force-map
3,0.1,0.09559196661002486,approach_snap_detected_fraction,approach snap-detected fraction,fraction,0.46875,0.453125,0.4609375,-0.0078125,27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,27-08-26/0/map3-0.1-data-2026.08.27-16.18.55.666.jpk-force-map
3,0.1,0.09559196661002486,approach_snap_distance_median_nm,approach snap distance,nm,3.5021425130609716,3.3446179278220978,3.4233802204415347,-0.0787622926194369,27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,27-08-26/0/map3-0.1-data-2026.08.27-16.18.55.666.jpk-force-map
3,0.1,0.09559196661002486,retract_detachment_piezo_travel_median_nm,retract detachment travel,nm,100.66007811659574,90.5377996203083,95.59893886845202,-5.061139248143718,27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,27-08-26/0/map3-0.1-data-2026.08.27-16.18.55.666.jpk-force-map
3,0.1,0.09559196661002486,retract_pull_off_force_median_nN,retract pull-off,nN,-0.8469643833587168,-0.7780518619994625,-0.8125081226790897,0.03445626067962715,27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,27-08-26/0/map3-0.1-data-2026.08.27-16.18.55.666.jpk-force-map
3,0.1,0.09559196661002486,branch_contact_height_difference_median_nm,approach-retract contact-height difference,nm,1.3353696644043525,0.8445758382116009,1.0899727513079767,-0.2453969130963758,27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,27-08-26/0/map3-0.1-data-2026.08.27-16.18.55.666.jpk-force-map
3,0.2,0.19165641955162213,map_contact_invOLS_median_nm_per_V,InvOLS,nm/V,51.87827195163404,51.755295588219276,51.81678376992666,-0.06148818170738224,27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,27-08-26/0/map3-0.2-data-2026.08.27-16.25.10.504.jpk-force-map
3,0.2,0.19165641955162213,terminal_load_median_nN,terminal load,nN,21.812300789529907,21.8086540923412,21.810477440935554,-0.0018233485943532912,27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,27-08-26/0/map3-0.2-data-2026.08.27-16.25.10.504.jpk-force-map
3,0.2,0.19165641955162213,far_slope_median_pN_per_100nm,far slope,pN/100 nm,2.1502493653412262,1.832042814703403,1.9911460900223146,-0.15910327531891166,27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,27-08-26/0/map3-0.2-data-2026.08.27-16.25.10.504.jpk-force-map
3,0.2,0.19165641955162213,contact_height_median_um,contact height,um,13.39460130388893,13.56238662468435,13.47849396428664,0.08389266039771037,27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,27-08-26/0/map3-0.2-data-2026.08.27-16.25.10.504.jpk-force-map
