source,timestamp,block,nominal_speed_um_per_s,point_index,sensitivity_nm_per_V,sensitivity_40nm_nm_per_V,sensitivity_60nm_nm_per_V,contact_fit_R2,contact_points,valid_for_consensus
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,25,53.65123592021742,53.56743929314666,53.73375454967061,0.9998220730539907,998,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,26,53.70347157581814,53.64979759009648,53.75246228810279,0.9998655989275428,1001,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,27,53.89565469904148,53.8425937305101,53.92424869152249,0.9998959577109956,1001,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,28,53.65198569143154,53.64414067944229,53.66695811682409,0.9999051706826259,996,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,29,53.65584087591304,53.732091877731484,53.656584550153234,0.9998668359073893,1001,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,30,53.92723489921429,53.86932752421073,53.97851282080473,0.9998690180986497,1001,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,31,53.921318948693944,53.96235602986353,53.877627103135424,0.9999007526338696,999,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,32,53.90511389916938,53.859673481682734,53.8925681195638,0.9998542884762429,999,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,33,53.89730040672233,53.85811131426679,53.91195693594179,0.9998653733841755,1001,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,34,53.6516444729598,53.66833757204028,53.759043480262434,0.9998608799069345,1001,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,35,53.9063277318073,53.9684312405937,53.904388355178334,0.9998859545532479,999,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,36,53.47225041703238,53.41889263001577,53.50914668038014,0.999907251201161,998,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,37,53.75441473960418,53.81168759558621,53.74788906494496,0.9999052690342181,1001,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,38,53.781207453144816,53.707638561635136,53.792101519825984,0.9998881114555125,1000,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,39,53.54616396333449,53.60022631486607,53.57865596093707,0.9999154870323655,1001,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,40,53.673976069017314,53.8290426681387,53.70153860960217,0.9998797417056104,1001,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,41,54.023491513289095,54.11531084980046,53.960085876176464,0.9998967121831199,999,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,42,53.795652602419366,53.92632148376538,53.860409263884755,0.9998249076300918,999,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,43,53.60226209149173,53.717097502524275,53.61837819715757,0.9999219809321407,998,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,44,53.63463185099414,53.76635481179433,53.65503211703625,0.999809173194092,1004,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,45,53.80361227562514,53.717071856325276,53.73442213186263,0.9997939655495013,1000,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,46,53.62760602739883,53.482191723724526,53.49479472901861,0.9998755457158728,1004,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,47,55.60512895808853,55.56102189545258,55.48345403444483,0.9996325212508477,999,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,48,53.542950779642936,53.62275527655622,53.60759533426188,0.9994277144735095,1000,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,49,53.56172113479341,53.64086239691554,53.646948685505976,0.9998934586676141,999,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,50,53.967183339422164,53.83453124376006,54.046208305337935,0.9998409748221545,1002,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,51,54.13692616728678,54.10967704484559,54.128200893755555,0.9998254596728435,999,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,52,53.78827963008575,53.65525642095416,53.833009130651575,0.9998787887685181,997,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,53,53.70340972481929,53.643708138023676,53.76281767216462,0.999874923116949,1003,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,54,54.084325407021254,54.019167744899526,54.164253242415484,0.9998990372739214,1002,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,55,54.20743415575525,54.0717817877118,54.2558750943391,0.9998912052709533,1001,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,56,53.98790120990094,54.04630702174289,53.960591512268685,0.9998546041334436,1001,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,57,53.58878589910678,53.57933132120762,53.620045987983865,0.9998966110514833,998,True
27-08-26/0/map1-0.1-data-2026.08.27-14.04.47.122.jpk-force-map,2026-08-27T14:04:47.122000,1,0.1,58,53.515051165019266,53.61946357791822,53.60898068609118,0.9998774383779746,998,True
