block,baseline_method,distance_nm,low_actual_speed_um_per_s,high_actual_speed_um_per_s,speed_slope_median_pN_per_um_s,speed_slope_q25_pN_per_um_s,speed_slope_q75_pN_per_um_s,zero_speed_intercept_median_pN,zero_speed_intercept_q25_pN,zero_speed_intercept_q75_pN,mid_speed_residual_median_pN,mid_speed_residual_q25_pN,mid_speed_residual_q75_pN,mid_speed_pair_present,mid_speed_pixel_count,paired_pixel_count,theory_no_slip_hyd_slope_pN_per_um_s,observed_to_theory_slope_ratio
1,linear_drift_corrected,230.0,0.049361446369162475,0.19646557354775118,-1.7215539778001512,-24.47904437848272,28.7171294559287,1.478816181112675,-2.8374776781640167,6.550860979271776,0.29105788583285475,-2.7426332846654553,3.3342551074470297,True,64,64,1.4920912481726483,-1.1537859899041187
1,linear_drift_corrected,235.0,0.049361446369162475,0.19646557354775118,1.933851001929257,-26.37204684232556,29.364433694920816,2.367806335935529,-2.610213043658395,5.268230522898532,0.1827365726633443,-3.819620443777823,2.8345602667880323,True,64,64,1.4603446258711024,1.3242428997030107
1,linear_drift_corrected,240.0,0.049361446369162475,0.19646557354775118,8.18108897531363,-16.399645838339648,25.39765096542217,0.31385638353462103,-3.236478795971216,4.110624024706268,0.6514295740653794,-2.595523061869888,3.2524670962510234,True,64,64,1.4299207794987878,5.721358198725698
1,linear_drift_corrected,245.0,0.049361446369162475,0.19646557354775118,2.115866662356976,-30.14188542536165,24.087147068599016,1.7173236703127495,-1.7006745158395544,5.205056383970621,-0.23582285508527256,-2.3433338451073924,2.6917882328207816,True,64,64,1.4007387227743227,1.5105362820028712
1,linear_drift_corrected,250.0,0.049361446369162475,0.19646557354775118,-5.501235841477541,-24.148798063032896,19.516032390173656,2.005308058066045,-1.4420218315399453,4.707241871444786,-0.42773987968573945,-2.679869446836688,2.254138324107243,True,64,64,1.3727239483188363,-4.007532503687183
1,linear_drift_corrected,255.0,0.049361446369162475,0.19646557354775118,-0.06655203568898993,-16.016214436844844,14.703868808628473,0.1514905714937169,-1.4747823078607831,4.151512743931761,0.6623946874024502,-2.236768940721604,2.123312930458393,True,64,64,1.3458077924694474,-0.049451367469698165
1,linear_drift_corrected,260.0,0.049361446369162475,0.19646557354775118,-0.21636587644701255,-8.968353224067304,12.172237858726238,0.7324729309110848,-1.8344992357967544,2.057415778652385,0.011675004554231594,-2.2516432891283427,2.126961818755703,True,64,64,1.3199268733834966,-0.16392262390444473
1,linear_drift_corrected,265.0,0.049361446369162475,0.19646557354775118,2.0030987418662365,-9.027305805921152,14.566387774194729,0.5538033287058927,-2.1999478023882437,2.2019159292963346,0.15459697567781602,-2.087262832121759,1.1228727982200228,True,64,64,1.2950225927536192,1.5467674101399482
1,linear_drift_corrected,270.0,0.049361446369162475,0.19646557354775118,0.41465572896347597,-10.670705654730689,12.955093862897268,0.04155986561853803,-1.6070928829079927,1.8956598469488908,0.08636128799054718,-1.2361485165214618,1.5209757755517008,True,64,64,1.2710406928878115,0.3262332443671617
1,linear_drift_corrected,275.0,0.049361446369162475,0.19646557354775118,0.032309726420894136,-10.969383791000418,12.00151862082874,0.00029126923650035774,-1.5374008974515645,1.0888973213404742,0.31543558143765904,-0.8180849576581248,1.5069201054837986,True,64,64,1.247930862108033,0.02589063817711489
1,linear_drift_corrected,280.0,0.049361446369162475,0.19646557354775118,2.207080704516147,-5.381548258560074,10.246740657874446,0.13382887560275708,-1.6686150866641125,1.4774746581061473,-0.34529790778033836,-1.2097388061411367,2.0156304654437687,True,64,64,1.2256463824275325,1.8007483529994777
1,linear_drift_corrected,285.0,0.049361446369162475,0.19646557354775118,-6.475231319630007,-15.643673025982018,7.621633883422225,0.6342613073591287,-0.8212317043764762,1.9944032460396002,0.10140279169361757,-1.7112945573455898,1.8678246853861766,True,64,64,1.204143814314769,-5.377456781036414
1,linear_drift_corrected,290.0,0.049361446369162475,0.19646557354775118,-4.0894702482907315,-10.314697516332492,11.431018148880412,0.1832809158609264,-1.3254421835313508,1.5748429194121165,-0.1326902023377699,-1.755365828055621,1.6034815947278243,True,64,64,1.1833827140679622,-3.4557461416965327
1,linear_drift_corrected,295.0,0.049361446369162475,0.19646557354775118,-1.3687268260375327,-12.58773723631808,8.32440505044104,-0.3984633595125699,-1.887141662184302,1.4599970769177624,0.4274545038243253,-0.5408580300003061,1.7017106109832887,True,64,64,1.1633253799312173,-1.1765640547775722
1,linear_drift_corrected,300.0,0.049361446369162475,0.19646557354775118,-0.018284548497266018,-11.199074104661591,9.607864748723282,-0.12314484605569256,-2.67028014840566,1.599500663406456,0.1236007911572829,-1.0436593306270323,1.5946521798106112,True,64,64,1.1439366235990303,-0.015983882428503373
1,linear_drift_corrected,305.0,0.049361446369162475,0.19646557354775118,-2.409720133087631,-11.151960027155685,16.930663231179906,0.053048377006421815,-2.434132841086636,1.4159114226946312,-0.12362019933134794,-1.5445726054861841,1.3540154200934427,True,64,64,1.1251835641957675,-2.14162400675484
1,linear_drift_corrected,310.0,0.049361446369162475,0.19646557354775118,1.3336343300546085,-14.51920168436336,19.66900587568007,-0.32593423196329435,-2.698628187572583,1.6749848849321098,-0.08272261311205958,-1.834240823676802,1.1394357821389178,True,64,64,1.10703544219261,1.2046898222275464
1,linear_drift_corrected,315.0,0.049361446369162475,0.19646557354775118,-1.8926768383592796,-11.543051333675159,12.499023846760068,0.12532364246882047,-1.843000166071846,1.808626484223838,-0.32132940220886586,-2.024317294503195,1.0322844521324788,True,64,64,1.0894634510466956,-1.7372559277146025
1,linear_drift_corrected,320.0,0.049361446369162475,0.19646557354775118,-3.011602928699893,-16.705654952306634,13.752700446316823,-0.24319291299993223,-1.3693499321815794,1.5405658063962744,-0.18457551658151083,-1.495017171914866,0.7535711023166459,True,64,64,1.072440584624091,-2.8081769488008623
1,linear_drift_corrected,325.0,0.049361446369162475,0.19646557354775118,-1.8890373501329343,-14.709177528790873,7.0703263730688946,0.11470533450015491,-0.9165810784314399,1.620172757566228,-0.6610761362823286,-1.7998199020808014,1.235584804454793,True,64,64,1.0559414987067972,-1.788960233541747
1,linear_drift_corrected,330.0,0.049361446369162475,0.19646557354775118,-5.3622425163131,-16.57452240458886,7.497269358458224,0.46512601285596744,-1.2411579323476496,2.2292771317478666,-0.7750416255980808,-2.102510844591299,1.228034440066221,True,64,64,1.0399423850900276,-5.15628807248672
