source,timestamp,block,nominal_speed_um_per_s,point_index,row,column,distance_nm,force_linear_drift_corrected_pN
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,22,2,6,50.0,617.7890628133472
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,23,2,7,50.0,663.7349053276938
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,24,3,7,50.0,644.9044925506885
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,25,3,6,50.0,643.1386895668275
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,26,3,5,50.0,658.3248893867335
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,27,3,4,50.0,691.7804736110411
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,28,3,3,50.0,680.5912000919517
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,29,3,2,50.0,633.0804202730453
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,30,3,1,50.0,620.7948688212819
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,31,3,0,50.0,620.9516511898703
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,32,4,0,50.0,600.1136122836834
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,33,4,1,50.0,667.3640456150156
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,34,4,2,50.0,662.2660273962707
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,35,4,3,50.0,662.6600101525723
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,36,4,4,50.0,621.3133801228763
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,37,4,5,50.0,669.7605336674524
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,38,4,6,50.0,658.4195151561928
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,39,4,7,50.0,658.1991932996684
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,40,5,7,50.0,649.4925127897491
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,41,5,6,50.0,622.6484395016167
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,42,5,5,50.0,634.7524610266292
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,43,5,4,50.0,614.4699823646401
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,44,5,3,50.0,623.8466724110028
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,45,5,2,50.0,614.642813921293
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,46,5,1,50.0,612.7932986208465
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,47,5,0,50.0,683.5161932956768
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,48,6,0,50.0,345.2803118636356
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,49,6,1,50.0,602.0755385155791
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,50,6,2,50.0,631.1649831556718
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,51,6,3,50.0,652.4387562643219
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,52,6,4,50.0,630.2957490672034
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,53,6,5,50.0,633.3627100740983
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,54,6,6,50.0,628.0267300217531
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,55,6,7,50.0,616.204851399815
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,56,7,7,50.0,596.6653382474946
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,57,7,6,50.0,668.6037414470636
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,58,7,5,50.0,651.9195002229449
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,59,7,4,50.0,624.7056440479249
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,60,7,3,50.0,563.0177226861442
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,61,7,2,50.0,594.7294363949482
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,62,7,1,50.0,614.5307058738389
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,63,7,0,50.0,634.5981672613855
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,0,0,0,100.0,82.47609785034409
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,1,0,1,100.0,84.25680603873462
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,2,0,2,100.0,75.67318977943448
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,3,0,3,100.0,80.78585181393595
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,4,0,4,100.0,98.46428797930793
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,5,0,5,100.0,79.11207481220525
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,6,0,6,100.0,89.76769619824366
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,7,0,7,100.0,44.86560398883284
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,8,1,7,100.0,89.99465461107991
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,9,1,6,100.0,87.83438303590444
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,10,1,5,100.0,116.58689385333365
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,11,1,4,100.0,77.81781498604495
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,12,1,3,100.0,100.10923499808925
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,13,1,2,100.0,93.82769232027246
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,14,1,1,100.0,112.19753987421144
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,15,1,0,100.0,92.24847830528996
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,16,2,0,100.0,54.93494457966262
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,17,2,1,100.0,95.83303574931925
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,18,2,2,100.0,86.755614522928
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,19,2,3,100.0,74.88668084310612
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,20,2,4,100.0,85.00719710895854
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,21,2,5,100.0,110.4310847506658
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,22,2,6,100.0,80.42136342329303
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,23,2,7,100.0,127.31955393775628
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,24,3,7,100.0,73.75806521056904
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,25,3,6,100.0,103.677184023438
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,26,3,5,100.0,115.81816248381081
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,27,3,4,100.0,113.14180038525183
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,28,3,3,100.0,99.82332378388801
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,29,3,2,100.0,92.29632437312358
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,30,3,1,100.0,79.16835339352086
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,31,3,0,100.0,95.26045930465267
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,32,4,0,100.0,63.452269905036644
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,33,4,1,100.0,103.5393618821358
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,34,4,2,100.0,99.50646700519245
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,35,4,3,100.0,98.16274571957301
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,36,4,4,100.0,89.0743125603614
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,37,4,5,100.0,102.37963794634385
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,38,4,6,100.0,105.69453515891166
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,39,4,7,100.0,92.42412979994012
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,40,5,7,100.0,104.53300672429299
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,41,5,6,100.0,89.3223726058654
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,42,5,5,100.0,99.19481883335621
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,43,5,4,100.0,92.98312665266052
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,44,5,3,100.0,79.55080309770923
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,45,5,2,100.0,91.58523545898184
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,46,5,1,100.0,81.84416738071593
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,47,5,0,100.0,110.69473378499731
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,48,6,0,100.0,61.433994449165645
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,49,6,1,100.0,101.45077523673174
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,50,6,2,100.0,71.8543048482362
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,51,6,3,100.0,92.0592691674455
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,52,6,4,100.0,84.23807693143644
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,53,6,5,100.0,81.42225293010651
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,54,6,6,100.0,101.5523109008343
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,55,6,7,100.0,83.18465217395271
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,56,7,7,100.0,76.69224506768771
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,57,7,6,100.0,105.99113203134401
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,58,7,5,100.0,107.91523889410213
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,59,7,4,100.0,93.09352232851253
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,60,7,3,100.0,109.76790880924631
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,61,7,2,100.0,79.72652618723328
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,62,7,1,100.0,84.93566568419244
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,63,7,0,100.0,80.7136351256663
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,0,0,0,200.0,4.869702565813762
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,1,0,1,200.0,-3.472040920536566
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,2,0,2,200.0,7.839127780935186
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,3,0,3,200.0,-1.3858915055898129
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,4,0,4,200.0,15.148062179160956
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,5,0,5,200.0,-2.3440247860286894
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,6,0,6,200.0,-1.7613384241954821
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,7,0,7,200.0,7.728148282210067
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,8,1,7,200.0,3.6597266342836208
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,9,1,6,200.0,6.7413530529715056
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,10,1,5,200.0,27.7744741212692
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,11,1,4,200.0,-0.4653052235608929
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,12,1,3,200.0,8.270986370318699
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,13,1,2,200.0,6.625829832690613
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,14,1,1,200.0,12.77391683243556
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,15,1,0,200.0,0.9929029624615817
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,16,2,0,200.0,10.669453063657533
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,17,2,1,200.0,8.547521278520144
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,18,2,2,200.0,2.871738900154764
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,19,2,3,200.0,-1.7386812444926527
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,20,2,4,200.0,3.3416866158559717
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,21,2,5,200.0,4.966930222728265
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,22,2,6,200.0,5.438001361702476
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,23,2,7,200.0,15.312988123928829
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,24,3,7,200.0,4.232564202896526
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,25,3,6,200.0,13.427394791532123
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,26,3,5,200.0,17.906332896015535
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,27,3,4,200.0,9.964093542531025
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,28,3,3,200.0,8.079055266558242
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,29,3,2,200.0,4.391223257487086
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,30,3,1,200.0,-1.8439910780443705
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,31,3,0,200.0,11.993101976206859
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,32,4,0,200.0,-7.2935619511865415
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,33,4,1,200.0,14.497654938721922
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,34,4,2,200.0,2.636266966450144
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,35,4,3,200.0,16.63831626612855
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,36,4,4,200.0,7.5693050737557925
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,37,4,5,200.0,10.285120464869358
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,38,4,6,200.0,8.9180436904746
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,39,4,7,200.0,8.919175554825642
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,40,5,7,200.0,7.170924350596729
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,41,5,6,200.0,2.9077121714901932
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,42,5,5,200.0,11.416382421317588
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,43,5,4,200.0,6.966350957349659
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,44,5,3,200.0,3.8741930638396984
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,45,5,2,200.0,7.413662015728504
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,46,5,1,200.0,16.726654942158248
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,47,5,0,200.0,13.654435974659869
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,48,6,0,200.0,19.88813338258329
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,49,6,1,200.0,14.48402136563099
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,50,6,2,200.0,-3.4483416737259103
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,51,6,3,200.0,6.129697206386945
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,52,6,4,200.0,3.99526079788828
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,53,6,5,200.0,3.221018191221858
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,54,6,6,200.0,21.43991151378577
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,55,6,7,200.0,9.503311710119416
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,56,7,7,200.0,1.45736408636819
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,57,7,6,200.0,13.793808699077932
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,58,7,5,200.0,16.650963306434225
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,59,7,4,200.0,7.36072085336981
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,60,7,3,200.0,19.830318982410226
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,61,7,2,200.0,4.627628980437508
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,62,7,1,200.0,-5.557420876438167
27-08-26/0/map2-0.1-data-2026.08.27-14.58.45.160.jpk-force-map,2026-08-27T14:58:45.160000,2,0.1,63,7,0,200.0,-6.727965177777948
27-08-26/0/map2-0.05-data-2026.08.27-15.05.27.190.jpk-force-map,2026-08-27T15:05:27.190000,2,0.05,0,0,0,20.0,2368.9898580731156
27-08-26/0/map2-0.05-data-2026.08.27-15.05.27.190.jpk-force-map,2026-08-27T15:05:27.190000,2,0.05,1,0,1,20.0,2510.7103888664633
27-08-26/0/map2-0.05-data-2026.08.27-15.05.27.190.jpk-force-map,2026-08-27T15:05:27.190000,2,0.05,2,0,2,20.0,1831.0805264356693
27-08-26/0/map2-0.05-data-2026.08.27-15.05.27.190.jpk-force-map,2026-08-27T15:05:27.190000,2,0.05,3,0,3,20.0,2458.8078553081805
