source,timestamp,block,nominal_speed_um_per_s,point_index,row,column,distance_nm,force_linear_drift_corrected_pN
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,23,2,7,200.0,3.3595260593974063
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,24,3,7,200.0,6.819782821100274
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,25,3,6,200.0,-3.746087186127913
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,26,3,5,200.0,3.27435571178034
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,27,3,4,200.0,3.5326891840787042
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,28,3,3,200.0,-2.7264342306766327
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,29,3,2,200.0,-2.4889921797137307
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,30,3,1,200.0,2.348573419363596
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,31,3,0,200.0,-3.3980104698817146
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,32,4,0,200.0,-3.0452720663774526
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,33,4,1,200.0,2.5684058080042185
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,34,4,2,200.0,-5.9940512579796605
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,35,4,3,200.0,0.6250674993272106
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,36,4,4,200.0,-3.8568021680660625
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,37,4,5,200.0,1.6735137807031715
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,38,4,6,200.0,-3.857623480257764
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,39,4,7,200.0,2.9001490199907436
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,40,5,7,200.0,-0.41048658985290587
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,41,5,6,200.0,-0.44015205025187676
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,42,5,5,200.0,4.724769184011467
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,43,5,4,200.0,-1.8763737338705928
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,44,5,3,200.0,-2.996157168532572
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,45,5,2,200.0,2.6997718140917
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,46,5,1,200.0,3.883659279687312
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,47,5,0,200.0,-0.537786215184294
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,48,6,0,200.0,1.9923581732965014
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,49,6,1,200.0,4.747576138713725
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,50,6,2,200.0,11.926794243183721
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,51,6,3,200.0,2.53788506210665
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,52,6,4,200.0,1.3872103057061829
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,53,6,5,200.0,0.3217257701574698
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,54,6,6,200.0,0.15112556294174465
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,55,6,7,200.0,3.284796368028399
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,56,7,7,200.0,8.9317276454536
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,57,7,6,200.0,-0.8433626242245669
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,58,7,5,200.0,4.688111963331299
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,59,7,4,200.0,8.604962318773712
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,60,7,3,200.0,5.423927071571976
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,61,7,2,200.0,-3.028984304819044
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,62,7,1,200.0,-1.459550909520871
27-08-26/0/map3-0.2-data-2026.08.27-16.09.07.348.jpk-force-map,2026-08-27T16:09:07.348000,3,0.2,63,7,0,200.0,0.19999939757510177
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,0,0,0,20.0,2335.560746201536
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,1,0,1,20.0,2567.9516606030525
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,2,0,2,20.0,2612.140858575067
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,3,0,3,20.0,2715.732134208186
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,4,0,4,20.0,2844.80899967724
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,5,0,5,20.0,2680.3338808567396
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,6,0,6,20.0,2595.9606106246397
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,7,0,7,20.0,2524.421877145487
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,8,1,7,20.0,2803.988781017604
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,9,1,6,20.0,2669.5393185555536
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,10,1,5,20.0,2751.428674198911
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,11,1,4,20.0,2508.904933302538
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,12,1,3,20.0,2654.9937046240216
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,13,1,2,20.0,2420.453239787593
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,14,1,1,20.0,2624.8046667854023
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,15,1,0,20.0,2033.7488134884525
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,16,2,0,20.0,2627.206732963651
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,17,2,1,20.0,2578.087894243111
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,18,2,2,20.0,2604.8580152079794
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,19,2,3,20.0,2828.431731816173
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,20,2,4,20.0,2438.2791094195604
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,21,2,5,20.0,2849.127612563663
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,22,2,6,20.0,2571.727030837954
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,23,2,7,20.0,2657.576749701422
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,24,3,7,20.0,2691.2200269458535
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,25,3,6,20.0,2380.4779591345823
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,26,3,5,20.0,2699.324754117157
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,27,3,4,20.0,2124.4559454671225
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,28,3,3,20.0,2464.4188185966887
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,29,3,2,20.0,2580.2487748624117
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,30,3,1,20.0,2405.924046401384
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,31,3,0,20.0,2658.9089359075538
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,32,4,0,20.0,2451.8117116561907
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,33,4,1,20.0,2575.179204834968
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,34,4,2,20.0,2773.4728036207525
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,35,4,3,20.0,2790.4119156683264
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,36,4,4,20.0,1135.4021981420524
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,37,4,5,20.0,2598.590486322859
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,38,4,6,20.0,2686.359395755211
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,39,4,7,20.0,2697.5104018055763
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,40,5,7,20.0,2666.677296701799
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,41,5,6,20.0,2636.5536536838754
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,42,5,5,20.0,2456.2104807102796
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,43,5,4,20.0,2427.238969346885
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,44,5,3,20.0,2211.214828169411
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,45,5,2,20.0,1474.0352859551967
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,46,5,1,20.0,1882.3638983401233
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,47,5,0,20.0,2741.7691098768064
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,48,6,0,20.0,2614.787571758771
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,49,6,1,20.0,2697.8441955610288
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,50,6,2,20.0,2472.3427097414115
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,51,6,3,20.0,2580.508164496857
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,52,6,4,20.0,2566.1895766646107
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,53,6,5,20.0,2562.8471466712635
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,54,6,6,20.0,1065.3967481288214
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,55,6,7,20.0,2440.342450226112
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,56,7,7,20.0,2469.733852042142
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,57,7,6,20.0,2740.6807856697196
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,58,7,5,20.0,2461.749725345727
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,59,7,4,20.0,2024.352131545485
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,60,7,3,20.0,1612.9433385784123
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,61,7,2,20.0,2389.591456365839
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,62,7,1,20.0,1388.8708429312278
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,63,7,0,20.0,2087.6677183852134
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,0,0,0,50.0,552.5222241932709
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,1,0,1,50.0,608.040240909151
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,2,0,2,50.0,598.8327227742207
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,3,0,3,50.0,635.477408306436
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,4,0,4,50.0,669.1422255837174
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,5,0,5,50.0,660.1921430756962
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,6,0,6,50.0,616.1063284165467
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,7,0,7,50.0,585.3222585983573
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,8,1,7,50.0,640.9616977992771
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,9,1,6,50.0,624.4834566767008
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,10,1,5,50.0,650.9100092158054
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,11,1,4,50.0,596.5755637465046
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,12,1,3,50.0,622.5133510417144
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,13,1,2,50.0,568.7683328518436
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,14,1,1,50.0,632.0639356010151
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,15,1,0,50.0,506.6872441768436
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,16,2,0,50.0,608.3607811021059
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,17,2,1,50.0,589.1271700265365
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,18,2,2,50.0,621.87636364662
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,19,2,3,50.0,665.6860651609836
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,20,2,4,50.0,583.9955092315345
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,21,2,5,50.0,652.4748484647102
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,22,2,6,50.0,606.6259338651805
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,23,2,7,50.0,613.768215562695
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,24,3,7,50.0,613.1107270088091
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,25,3,6,50.0,539.367497341781
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,26,3,5,50.0,625.5715625565778
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,27,3,4,50.0,503.00077886122665
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,28,3,3,50.0,582.6709032084254
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,29,3,2,50.0,604.7408092276983
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,30,3,1,50.0,555.8501600077927
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,31,3,0,50.0,633.5542186340668
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,32,4,0,50.0,572.4086954790063
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,33,4,1,50.0,589.5436136491078
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,34,4,2,50.0,636.3514493064886
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,35,4,3,50.0,642.2966926954672
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,36,4,4,50.0,278.4639391470293
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,37,4,5,50.0,619.0961810756746
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,38,4,6,50.0,615.6267956362614
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,39,4,7,50.0,621.9934580895341
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,40,5,7,50.0,620.5933280730189
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,41,5,6,50.0,587.6298941198348
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,42,5,5,50.0,572.1067501812915
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,43,5,4,50.0,556.6901150282777
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,44,5,3,50.0,516.7079005707525
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,45,5,2,50.0,364.93619079265244
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,46,5,1,50.0,462.1938352124204
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,47,5,0,50.0,625.9792491297311
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,48,6,0,50.0,588.7094014852681
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,49,6,1,50.0,596.8622125015937
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,50,6,2,50.0,559.6775757206069
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,51,6,3,50.0,593.884562607858
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,52,6,4,50.0,570.8874856617688
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,53,6,5,50.0,589.1378652998892
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,54,6,6,50.0,272.43302157276867
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,55,6,7,50.0,565.4698705627429
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,56,7,7,50.0,573.5489323085105
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,57,7,6,50.0,623.6490550473804
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,58,7,5,50.0,576.118365868912
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,59,7,4,50.0,480.0578345024094
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,60,7,3,50.0,389.5395592688081
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,61,7,2,50.0,532.6006469694155
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,62,7,1,50.0,340.6674799433571
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,63,7,0,50.0,493.43407534337933
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,0,0,0,100.0,56.06643985520116
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,1,0,1,100.0,71.4528284603147
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,2,0,2,100.0,56.962966099742175
27-08-26/0/map3-0.1-data-2026.08.27-16.12.38.424.jpk-force-map,2026-08-27T16:12:38.424000,3,0.1,3,0,3,100.0,68.83744843390038
