map_count,parameter_count,design_rank,residual_df,unit_scaled_design_condition_number,speed_slope_pN_per_um_s,speed_slope_classical_SE_pN_per_um_s,speed_slope_HC3_SE_pN_per_um_s,speed_slope_HC3_95CI_low_pN_per_um_s,speed_slope_HC3_95CI_high_pN_per_um_s,residual_RMSE_pN,LOOCV_RMSE_pN,R_squared,AICc,fit_status,test,baseline_method,distance_nm,time_model,theory_no_slip_hyd_slope_pN_per_um_s,observed_to_theory_slope_ratio,time_coordinate,claim_status
17,7,7,10,3.0168438884889035,-128.49263412200028,119.12700571734324,182.39220253738915,-534.8877868910151,277.9025186470145,27.72171491952898,51.50239978670355,0.9986510815134219,130.37910947491446,full_rank,map3_5_no_refresh,linear_drift_corrected,25.0,global_time_poly5,13.727239483188363,-9.360413233801607,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,5,5,12,1.0908503246792092,4.596311574564197,325.7065913403901,388.2225718070829,-841.2680086436354,850.4606317927638,84.08989341391279,110.06300429606269,0.9851058963956367,160.21746878686832,full_rank,map3_5_no_refresh,linear_drift_corrected,25.0,block_fixed_linear_within,13.727239483188363,0.3348314553842571,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,6,6,11,1.276624646775796,-30.275100109640334,270.19641208258207,380.02740224486166,-866.7097728754544,806.1595726561737,69.6687680218221,111.02869361706162,0.9906283843868343,157.2871650669886,full_rank,map3_5_no_refresh,linear_drift_corrected,25.0,block_fixed_quadratic_within,13.727239483188363,-2.205476210036111,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,3,3,14,1.072912957239902,52.051445216458546,230.03571516064255,261.01585984844047,-507.771896321667,611.8747867545841,59.46724295415219,71.36206788677099,0.9876162178797335,143.44997276102998,full_rank,map3_5_no_refresh,linear_drift_corrected,30.0,global_time_poly1,11.439366235990303,4.550203581444516,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,4,4,13,1.1210159228713044,47.58680338613824,165.81286440768088,230.4315053461849,-450.23019822488794,545.4038049971645,42.86368137054162,64.33339087549902,0.9940256323193176,134.54569145662893,full_rank,map3_5_no_refresh,linear_drift_corrected,30.0,global_time_poly2,11.439366235990303,4.159916065666436,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,5,5,12,1.3889260164496977,-28.50999416518026,97.18009009600574,129.38079141440932,-310.40652241090186,253.3865340805413,24.831917149800095,41.54031525393027,0.9981491492215467,118.74574510924491,full_rank,map3_5_no_refresh,linear_drift_corrected,30.0,global_time_poly3,11.439366235990303,-2.4922704262656348,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,6,6,11,2.1027706913146416,-96.46416811067122,96.38442399041344,117.97436140061866,-356.12398682369553,163.1956506023531,22.719390251521634,42.63528208464994,0.9985797797951284,119.18903049165658,full_rank,map3_5_no_refresh,linear_drift_corrected,30.0,global_time_poly4,11.439366235990303,-8.432649687110953,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,7,7,10,3.0168438884889035,-74.72396928555587,92.8543005699845,142.96937785296208,-393.27959472099633,243.83165614988457,21.607866612218704,41.70095640394421,0.9988321328593524,121.90771725189708,full_rank,map3_5_no_refresh,linear_drift_corrected,30.0,global_time_poly5,11.439366235990303,-6.532177372769204,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,5,5,12,1.0908503246792092,45.78649752452566,228.78874277285212,266.955431259418,-535.8594210518248,627.4324161008761,59.06795105035531,77.12057682704813,0.9895273951438477,148.20874044497003,full_rank,map3_5_no_refresh,linear_drift_corrected,30.0,block_fixed_linear_within,11.439366235990303,4.002537953586371,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,6,6,11,1.276624646775796,19.045018841333672,178.74705820372785,268.0466151606926,-570.921603337816,609.0116410204834,46.08901812053863,74.8455988379973,0.9941553668643052,143.23913268995776,full_rank,map3_5_no_refresh,linear_drift_corrected,30.0,block_fixed_quadratic_within,11.439366235990303,1.66486660610748,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,3,3,14,1.072912957239902,77.34128709518484,167.76240848543213,182.8203294603446,-314.7693218119491,469.4518960023188,43.36877817868432,51.50502063284678,0.9905564504272129,132.7166543046587,full_rank,map3_5_no_refresh,linear_drift_corrected,35.0,global_time_poly1,9.80517105942026,7.887805998129901,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,4,4,13,1.1210159228713044,75.85159441484232,164.3985838629158,237.79624151953283,-437.87595238818926,589.5791412178739,42.49808084336951,65.20047736870444,0.9915795588740327,134.25444878288593,full_rank,map3_5_no_refresh,linear_drift_corrected,35.0,global_time_poly2,9.80517105942026,7.735876707828401,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,5,5,12,1.3889260164496977,-5.382414892636206,77.3916382676071,105.55652691061259,-235.37032998019072,224.6055001949183,19.775478162759043,34.48228223316566,0.9983169846093303,111.00438323187619,full_rank,map3_5_no_refresh,linear_drift_corrected,35.0,global_time_poly3,9.80517105942026,-0.5489363581745045,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,6,6,11,2.1027706913146416,-58.751989958995644,77.07651184686854,91.23362988984937,-259.5558554470543,142.05187552906298,18.16819854678187,39.55741217897994,0.99869782523596,111.58846571476849,full_rank,map3_5_no_refresh,linear_drift_corrected,35.0,global_time_poly4,9.80517105942026,-5.9919393147710585,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,7,7,10,3.0168438884889035,-39.36120560905801,72.26928225747874,111.66078756450943,-288.1569446225449,209.43453340442892,16.817584124748365,43.657307829959194,0.9989856681272076,113.38621462246653,full_rank,map3_5_no_refresh,linear_drift_corrected,35.0,global_time_poly5,9.80517105942026,-4.014331353377253,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,5,5,12,1.0908503246792092,69.72758970251937,176.17505235817248,210.964115009903,-389.9237306796461,529.3789100846848,45.48431554308589,59.01685439476534,0.9910965683659758,139.32382846047412,full_rank,map3_5_no_refresh,linear_drift_corrected,35.0,block_fixed_linear_within,9.80517105942026,7.111307827264166,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,6,6,11,1.276624646775796,49.43469820524615,139.20320358723794,220.22755315766497,-435.2828781361532,534.1522745466455,35.892836710391435,56.19643214585003,0.9949176905317421,134.73787598448948,full_rank,map3_5_no_refresh,linear_drift_corrected,35.0,block_fixed_quadratic_within,9.80517105942026,5.041696662471998,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,3,3,14,1.072912957239902,77.39479781358546,144.32973206712828,162.29925767823192,-270.70248951348555,425.49208514065646,37.31112465014336,43.3967438888388,0.9897463687096929,127.6014136266347,full_rank,map3_5_no_refresh,linear_drift_corrected,40.0,global_time_poly1,8.579524676992728,9.020872452425147,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,4,4,13,1.1210159228713044,78.05028424253278,147.6442787695715,219.90339985371205,-397.02212825064,553.1226967357055,38.1669862828157,59.449865664467524,0.99003695547995,130.59985645067826,full_rank,map3_5_no_refresh,linear_drift_corrected,40.0,global_time_poly2,8.579524676992728,9.097273704665275,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,5,5,12,1.3889260164496977,2.7882236718735243,59.90451424256503,87.78155007324958,-188.47134383546438,194.0477911792114,15.30708536183519,29.25573067521117,0.9985207579793319,102.29606942140163,full_rank,map3_5_no_refresh,linear_drift_corrected,40.0,global_time_poly3,8.579524676992728,0.3249857977972324,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,6,6,11,2.1027706913146416,-46.15207101393294,56.02978543856969,64.89659927448602,-188.98852295692654,96.68438092906065,13.207139788629128,32.70493757358276,0.9989905537120355,100.74535038758874,full_rank,map3_5_no_refresh,linear_drift_corrected,40.0,global_time_poly4,8.579524676992728,-5.379327264795518,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,7,7,10,3.0168438884889035,-31.081323996046336,51.45747740824809,81.93197431622123,-213.63713918821233,151.47449119611966,11.974526771656103,41.46932903496321,0.9992456208100308,101.83833940910122,full_rank,map3_5_no_refresh,linear_drift_corrected,40.0,global_time_poly5,8.579524676992728,-3.6227326298618303,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,5,5,12,1.0908503246792092,69.37921333308981,138.14048364135468,169.57540865740148,-300.09386264507356,438.8522893112532,35.664671377215015,45.59522218276823,0.9919697201496199,131.05479210414313,full_rank,map3_5_no_refresh,linear_drift_corrected,40.0,block_fixed_linear_within,8.579524676992728,8.086603389479198,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,6,6,11,1.276624646775796,55.30349403323322,117.73619319649374,179.66468234478342,-340.13580559865204,450.7427936651185,30.35767747009147,43.45717014121787,0.9946666172573876,129.04327408635814,full_rank,map3_5_no_refresh,linear_drift_corrected,40.0,block_fixed_quadratic_within,8.579524676992728,6.445985776057941,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,3,3,14,1.072912957239902,83.55540800571913,146.90152570387818,166.05134547089082,-272.58930727094224,439.7001232823805,37.975966963510864,43.27985412661561,0.9840851780859762,128.2019209854667,full_rank,map3_5_no_refresh,linear_drift_corrected,45.0,global_time_poly1,7.626244157326869,10.956298576599304,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,4,4,13,1.1210159228713044,85.50524258592435,132.72324542796068,194.0888303367304,-333.7981830427274,504.8086682145761,34.3098041446341,53.09994777665923,0.9879375397302383,126.97750460850155,full_rank,map3_5_no_refresh,linear_drift_corrected,45.0,global_time_poly2,7.626244157326869,11.211972869210554,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,5,5,12,1.3889260164496977,17.693917685853634,53.13603217592602,76.6999504157093,-149.4209183144418,184.80875368614903,13.577570748886753,25.779009262906204,0.9982562610812912,98.21958518835883,full_rank,map3_5_no_refresh,linear_drift_corrected,45.0,global_time_poly3,7.626244157326869,2.3201352226383034,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,6,6,11,2.1027706913146416,-31.53894052187463,46.27063334108436,54.2665458532628,-150.97880263386693,87.90092159011766,10.906747506897196,23.033875319453287,0.9989685711628434,94.23856837999514,full_rank,map3_5_no_refresh,linear_drift_corrected,45.0,global_time_poly4,7.626244157326869,-4.135579699683989,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,7,7,10,3.0168438884889035,-21.1618109152109,44.63071290593882,70.04309003411765,-177.22754113190663,134.90391930148482,10.385889348796532,27.8793620157284,0.9991497562496041,96.99899928687132,full_rank,map3_5_no_refresh,linear_drift_corrected,45.0,global_time_poly5,7.626244157326869,-2.774866694358299,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,5,5,12,1.0908503246792092,75.64473309513107,120.99237246031589,146.86428884744393,-244.34506366507378,395.6345298553359,31.237426489326065,38.983715122967716,0.990770295303357,126.54830770975015,full_rank,map3_5_no_refresh,linear_drift_corrected,45.0,block_fixed_linear_within,7.626244157326869,9.919002268299508,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,6,6,11,1.276624646775796,65.68655789543658,111.81593254020322,158.94293929371455,-284.14449278999416,415.5176085808673,28.831168427603654,37.938698470191945,0.9927926894185456,127.28913211513039,full_rank,map3_5_no_refresh,linear_drift_corrected,45.0,block_fixed_quadratic_within,7.626244157326869,8.613225139445426,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,3,3,14,1.072912957239902,95.80428465400854,145.3010077770169,170.29603757261958,-269.4443897367468,461.0529590447639,37.56221213268962,42.64857904449588,0.976512712127267,127.82945225228455,full_rank,map3_5_no_refresh,linear_drift_corrected,50.0,global_time_poly1,6.8636197415941815,13.958273951778763,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,4,4,13,1.1210159228713044,98.44340146572742,111.49528326286178,164.94949746021967,-257.9083227463266,454.79512567778147,28.822240742113426,44.938128667373434,0.9871589260195884,121.05185502268826,full_rank,map3_5_no_refresh,linear_drift_corrected,50.0,global_time_poly2,6.8636197415941815,14.342781968113872,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,5,5,12,1.3889260164496977,41.65530030972688,45.45115128001781,71.32477341514769,-113.74803108003316,197.0586316994869,11.613893564344632,23.710009360115023,0.9980754046050959,92.90820313633462,full_rank,map3_5_no_refresh,linear_drift_corrected,50.0,global_time_poly3,6.8636197415941815,6.0689988487112485,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
17,6,6,11,2.1027706913146416,-6.31302139064719,35.280253814905485,42.31417859231784,-99.44590053343836,86.81985775214397,8.316134717714306,19.404448142983274,0.9990954382270986,85.01831015793708,full_rank,map3_5_no_refresh,linear_drift_corrected,50.0,global_time_poly4,6.8636197415941815,-0.9197801784369968,protocol_midpoint_estimate elapsed minutes,map_level_time_adjusted_sensitivity; sequential_not_randomized
