block,speed_um_per_s,distance_nm,early_map_order,late_map_order,early_scan_number,late_scan_number,pair_center_time,early_late_separation_min,pixelwise_pairing_permitted,early_force_pN,late_force_pN,pair_mean_force_pN,history_half_difference_pN,history_half_difference_absolute_pN,early_gap_speed_um_per_s,late_gap_speed_um_per_s,pair_mean_gap_speed_um_per_s,pair_gap_speed_over_nominal
1,0.1,75.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,47.10598852953662,52.59655145108511,49.85126999031087,2.7452814607742475,2.7452814607742475,0.09852373569239148,0.09850880135198359,0.09851626852218753,0.9851626852218753
1,0.1,80.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,43.408566249772804,48.7799668173331,46.094266533552954,2.6857002837801467,2.6857002837801467,0.09882690620707908,0.0988587130921288,0.09884280964960394,0.9884280964960394
1,0.1,85.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,35.32888414647429,37.884420953516205,36.606652549995246,1.2777684035209589,1.2777684035209589,0.0989901572209703,0.09883948558481187,0.0989148214028911,0.989148214028911
1,0.1,90.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,22.08604609186707,31.597935980437875,26.84199103615247,4.755944944285403,4.755944944285403,0.09930856334021299,0.0988565450698293,0.09908255420502114,0.9908255420502113
1,0.1,95.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,21.59671502221576,24.23325624529013,22.914985633752945,1.3182706115371836,1.3182706115371836,0.09939276017947896,0.09911446235045576,0.09925361126496736,0.9925361126496736
1,0.1,100.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,17.475911920860753,19.29563037139202,18.385771146126388,0.9098592252656328,0.9098592252656328,0.09947398729959034,0.09951761134870563,0.09949579932414798,0.9949579932414798
1,0.1,105.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,15.645686621388338,16.228788493419177,15.937237557403758,0.2915509360154198,0.2915509360154198,0.09947083367457443,0.0994618973206828,0.0994663654976286,0.9946636549762861
1,0.1,110.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,19.573299274465196,10.99846779269345,15.285883533579323,-4.287415740885873,4.287415740885873,0.0993024867127869,0.09949159411249156,0.09939704041263922,0.9939704041263921
1,0.1,115.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,10.67337684829663,17.08023867672023,13.876807762508431,3.2034309142118005,3.2034309142118005,0.09920465321292495,0.0993134020148731,0.09925902761389901,0.9925902761389901
1,0.1,120.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,-2.1518139608894633,7.472290204144654,2.6602381216275957,4.8120520825170585,4.8120520825170585,0.09929363723804782,0.09938395326594172,0.09933879525199477,0.9933879525199476
1,0.1,125.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,3.7483466040683555,6.503965448479226,5.126156026273791,1.3778094222054353,1.3778094222054353,0.09961487162003221,0.09991501242151454,0.09976494202077338,0.9976494202077337
1,0.1,130.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,5.592383325940401,4.4702123170926065,5.031297821516503,-0.5610855044238972,0.5610855044238972,0.09953244431749536,0.09970936310365777,0.09962090371057657,0.9962090371057656
1,0.1,135.0,1,6,9,14,2026-09-16T10:15:38.513750+02:00,17.210308333333334,False,3.2763009955796862,7.235151753305027,5.255726374442357,1.9794253788626706,1.9794253788626706,0.09954619307924605,0.09963286088812599,0.09958952698368602,0.9958952698368602
