block,distance_nm,speed_um_per_s,pair_mean_force_pN,double_centered_interaction_pN,pair_mean_gap_speed_um_per_s,gap_speed_over_nominal,additive_null_prediction_pN,theoretical_no_slip_prediction_pN,fitted_v_over_D_prediction_pN,shifted_v_over_D_prediction_pN,velocity_power_over_D_prediction_pN,empirical_power_shift_prediction_pN,actual_gap_theoretical_no_slip_prediction_pN,actual_gap_fitted_prediction_pN,actual_gap_shifted_prediction_pN
1,150.0,0.2,15.459416006418367,6.920929489177567,0.19892574220023432,0.9946287110011716,0.0,68.7346681427872,7.1348963723654535,8.072746262524989,5.664372075553606,6.468246530304318,56.51184823648385,7.277114203528024,7.679372197806002
1,150.0,0.4,43.53752934726312,-44.10413354279612,0.39714839416563075,0.9928709854140768,-0.0,-343.6733407139358,-35.67448186182724,-40.36373131262492,-35.184307100637675,-39.82108011486024,-295.6550455288397,-38.07193709466456,-40.218002433620406
1,155.0,0.1,2.646949217253602,39.7358364136184,0.0995958467417031,0.995958467417031,0.0,283.96469251582977,29.476517589380016,33.70665607944037,30.48905122765519,34.814098819880975,248.3292568568043,31.977725355256368,33.95968089931255
1,155.0,0.2,13.33539435563198,4.944968734338659,0.19906573519736437,0.9953286759868218,0.0,70.99117312895747,7.369129397345007,8.426664019860096,5.850328946771172,6.751635459292423,59.49864387902762,7.6617282919300855,8.145867311756598
1,155.0,0.4,42.81279684615476,-44.68080514795702,0.3964311426953445,0.9910778567383612,-0.0,-354.95586564478714,-36.845646986725015,-42.133320099300455,-36.33938017442637,-41.56573427917343,-307.82790073583277,-39.639453647186556,-42.10554821106904
1,160.0,0.1,-4.949149514671863,37.29886883199643,0.09954819802855316,0.9954819802855316,0.0,292.4265862139682,30.354891433053336,35.04271276640579,31.397597667565613,36.19316001834486,256.1829785483253,32.989060702717644,35.17302081367305
1,160.0,0.2,9.280499136010468,6.049204665020625,0.19956523374412885,0.9978261687206442,0.0,73.10664655349207,7.588722858263337,8.760678191601452,6.024663513537638,7.0190822352740545,62.116040606987326,7.998774336249808,8.55485098731737
1,160.0,0.4,38.986397346791264,-43.348073497017026,0.3966445379115946,0.9916113447789865,-0.0,-365.53323276746016,-37.943614291316656,-43.80339095800722,-37.42226118110326,-43.212242253618946,-318.29901915531354,-40.987835038967575,-43.72787180099027
1,165.0,0.1,-3.826399499363425,40.18817697297291,0.09956382656380099,0.9956382656380098,0.0,300.37563786979524,31.180030498322218,36.305687441926516,32.25108068687541,37.496764035943706,264.1993034551872,34.021334706493,36.41869364348103
1,165.0,0.2,9.283987296881907,7.819250951560122,0.19923934277010058,0.9961967138505029,0.0,75.09390946744885,7.795007624580558,9.076421860481632,6.188432348984925,7.27189530263601,63.51801964563563,8.179309248725199,8.769305889960016
1,165.0,0.4,32.560484793607216,-48.00742792453303,0.39680569077231365,0.9920142269307841,-0.0,-375.469547337244,-38.97503812290276,-45.38210930240813,-38.439513035860344,-44.76865933857974,-327.71732310082353,-42.20064395521829,-45.18799953344091
1,170.0,0.1,-3.186046598288659,39.63288153315365,0.09964247496940257,0.9964247496940256,0.0,307.85709825175013,31.956631971516455,37.501416827598305,33.05435882269639,38.73093906350939,270.815530580416,34.87331605003869,37.44362452166822
1,170.0,0.2,10.335039365852303,7.67465467963649,0.19911899549870976,0.9955949774935487,0.0,76.96427456293758,7.989157992879117,9.375354206899578,6.342567723523547,7.511243732196028,64.17288595653618,8.263637351259096,8.86414842768902
1,170.0,0.4,34.456024846244176,-47.3075362127901,0.3983917441513728,0.9959793603784319,-0.0,-384.8213728146876,-39.94578996439556,-46.876771034497864,-39.39692654621995,-46.242182795705446,-334.9884165369527,-43.13695340129786,-46.30777294935706
1,175.0,0.1,-3.412212170595947,39.616692889108364,0.09976717085909809,0.9976717085909809,0.0,314.911046611879,32.688856217671024,38.63513222646594,33.81173535075618,39.90108783358831,278.32078177043513,35.83977833609561,38.61711581965163
