acquisition_order,instrument_scan_number,block,position_in_block,source,map_midpoint_time,speed_um_per_s,point_index,acquisition_line,position_within_line,physical_row,physical_column,declared_approach_points,actual_approach_points,point_count_fraction,approach_duration_s,approach_sample_rate_Hz,approach_travel_span_nm,approach_largest_backward_step_nm,approach_direction_valid,raw_saturation_fraction,raw_min_encoder,raw_max_encoder,baseline_start_nm,baseline_stop_nm,baseline_points,baseline_raw_V,baseline_raw_mad_V,baseline_slope_mV_per_100nm,baseline_line_r2,baseline_line_inliers,baseline_75_200nm_raw_V,baseline_125_275nm_raw_V,initial_0_5nm_minus_baseline_V,terminal_contact_window_nm,terminal_contact_points,terminal_contact_slope_V_per_nm,terminal_contact_invOLS_nm_per_V,terminal_contact_r2,terminal_contact_inliers,terminal_contact_amplitude_V,terminal_contact_InvOLS_30nm_nm_per_V,terminal_contact_R2_30nm,terminal_contact_InvOLS_50nm_nm_per_V,terminal_contact_R2_50nm,force_contact_valid,calibration_accepted,qc_state,qc_reason,retract_present,retract_points,retract_travel_span_nm,contact_plane_m,contact_coordinate_mad_nm,terminal_reconstructed_distance_nm,reconstructed_max_precontact_distance_nm,force_scale_pN_per_V,baseline_75_200_force_shift_pN,baseline_125_275_force_shift_pN
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,17,3,2,2,1,10000,10000,1.0,5.0,2000.0,499.9959144184534,-0.34359653144707636,True,0.0,-112681859.0,107794429.0,100.0,250.0,3000,-0.5978110869156559,0.00558539569505563,1.3527937159623806,0.011441929567265752,3000,-0.5976642555536227,-0.5977706475945709,0.0026036876765106465,40.0,799,0.01720345689172025,58.12785222726278,0.9992008736030753,799,0.8621012488441702,58.41024430385719,0.9986346770833664,58.257866241643804,0.9995005078663941,True,True,pass_force,,True,500,496.80685853345557,1.125093023376125e-05,0.3097356089563695,0.0,430.6317987137363,10155.936273821224,-1.491209955807503,-0.4106991678958057
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,18,3,3,2,2,10000,9062,0.9062,4.531,2000.0000000000002,453.0651827632183,-0.2815129944341095,True,0.0,-214746108.0,15083970.0,100.0,250.0,2999,-0.6014240361462317,0.005207088689656445,1.2312936149841371,0.010351590514713904,2999,-0.6016249784958414,-0.6017522145441847,-0.06318288917853954,40.0,801,0.017023130269408757,58.74360262618914,0.9995003100461236,801,0.5361341734199354,58.30955869534708,0.9991056403219067,59.342162904662324,0.9994400599662481,True,True,pass_force,,True,500,496.8722132243377,1.1268253913142312e-05,0.2834975520042244,0.0,408.510059120591,10155.936273821224,2.0407576973475745,3.3329588960550103
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,19,3,4,2,3,10000,10000,1.0,5.0,2000.0,499.8950785359578,-0.32492701912360644,True,0.0,-111705414.0,105349527.0,100.0,250.0,3001,-0.605180167994651,0.004742652322879147,0.10062747593320445,8.48806850549666e-05,2999,-0.6051637653321272,-0.6051637653321272,0.00046612707024351607,40.0,802,0.01695959113637524,58.9636856194712,0.9991931496989678,802,0.8536906710023416,58.59720616539634,0.9987825135292396,58.947436462170565,0.9995003854223508,True,True,pass_force,,True,500,496.91936571059045,1.1275770074208307e-05,0.33483669506691693,0.0,430.61000119038243,10155.936273821224,-0.1665843953125513,-0.1665843953125513
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,20,3,5,2,4,10000,9142,0.9142,4.571,2000.0000000000002,457.021740248249,-0.3118538013968646,True,0.0,-227316445.0,2129182.0,100.0,250.0,3000,-0.609953084150972,0.005059144431166173,-2.1126956716571046,0.03379836537191361,2998,-0.6092476278286407,-0.6102624681790816,-0.06639566683979015,40.0,801,0.01380097231782256,72.45866283700904,0.9918661474991652,801,0.5117791007450331,67.78045158908691,0.9911928505918175,82.42606130056538,0.9723391915356555,True,True,pass_force,,True,500,496.9940551576343,1.128705113692725e-05,1.637645791517133,0.0,414.5367430300705,10155.936273821224,-7.164569453561185,3.142084473618586
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,21,3,6,2,5,10000,10000,1.0,5.0,2000.0,500.0411976739262,-0.28011107134830127,True,0.0,-114235390.0,105014884.0,100.0,250.0,3001,-0.6139210962384052,0.005280390800172714,-0.9158975521503752,0.005658061509825951,2994,-0.6134840145068188,-0.6140345521591111,0.005825231223192673,40.0,801,0.016876686781194104,59.25333644956379,0.999527843451351,800,0.8347607720045626,59.33947663360213,0.9990862124486534,59.312613372493566,0.9996964598561199,True,True,pass_force,,True,500,497.06129047704627,1.1273437823219725e-05,0.3608308826585682,0.0,430.89636799993895,10155.936273821224,-4.4389742124429965,1.1522511005766813
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,22,3,7,2,6,10000,10000,1.0,5.0,2000.0,500.009454943876,-0.2987805836701227,True,0.0,-114595019.0,103156774.0,100.0,250.0,3001,-0.6187416212756597,0.005318225211585731,-1.9406115681583729,0.02477110936793736,3001,-0.6179813753883263,-0.6191088762777365,0.0007173008356730071,40.0,801,0.017163924452886434,58.26173394930268,0.9991239642572773,801,0.8553616456642865,58.05098084142188,0.9983234184631024,58.375171613013926,0.9994937231410284,True,True,pass_force,,True,500,496.90956364673457,1.1260127536115165e-05,0.36571568569993174,0.0,430.7128930237652,10155.936273821224,-7.721008784192337,3.7298183973340007
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,23,3,8,2,7,10000,10000,1.0,5.0,2000.0,500.1023579932957,-0.30298635293092957,True,0.0,-114988358.0,79860898.0,100.0,250.0,3000,-0.6228165983013757,0.004550973364971323,-0.6901399840840707,0.0038975658396246393,2990,-0.6227905120052628,-0.6226943681520734,-0.0018837615248961104,40.0,800,0.017281357311323672,57.86582511923102,0.9996047111451526,800,0.849478095717268,57.49312757227082,0.9993291137877102,58.40118123847691,0.9996818783822499,True,True,pass_force,,True,500,496.9104982621245,1.1246616629004195e-05,0.2346468609618914,0.0,437.6005526618734,10155.936273821224,-0.2649307609425686,-1.2413616070543123
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,24,4,1,3,7,10000,10000,1.0,5.0,2000.0,500.02999368698113,-0.33706562145869157,True,0.0,-115802274.0,133013951.0,100.0,250.0,3000,-0.6272927703246653,0.005447755293814915,-1.098545462850692,0.008115010325761007,3000,-0.6266140816569274,-0.6270466052393318,0.006619884323266878,40.0,799,0.017165077678918155,58.25781966767225,0.9994205573754559,799,0.8589164986554383,58.31866430870657,0.9989415820641098,58.38329278955392,0.9996329735510072,True,True,pass_force,,True,500,496.92916777444975,1.1252681704732543e-05,0.2844850515289599,0.0,420.7318796725037,10155.936273821224,-6.892718859310773,-2.5000369194877434
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,25,4,2,3,6,10000,9427,0.9427,4.7135,2000.0,471.41571769257774,-0.3482696084020631,True,0.0,-135642765.0,105678599.0,100.0,250.0,3000,-0.6310229326812827,0.005382901604068467,0.4629106543473977,0.0014821575257829567,3000,-0.6312878921364597,-0.6311755764483133,-0.013022879727423997,40.0,798,0.016846048526919313,59.36110170892835,0.9995635996022829,798,0.8337396659371554,59.17284048319604,0.9992298248727394,59.42934955845373,0.9997167681868452,True,True,pass_force,,True,500,496.9431642098166,1.1272726992543056e-05,0.34243517506965543,0.0,397.85838153149683,10155.936273821224,2.690911341924168,1.5502403705589245
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,26,4,3,3,5,10000,9740,0.974,4.87,2000.0,487.0137077155527,-0.2917823659858527,True,0.0,-136382625.0,104965732.0,100.0,250.0,3001,-0.6348572121758397,0.006181225826925961,-0.3290405273079833,0.0004850441390894522,2987,-0.6342240883135936,-0.6347182372942457,-0.0067996350336035905,40.0,800,0.016800678522617237,59.52140555834041,0.9997214106164126,794,0.8072335918170613,59.29545334667984,0.9994349827675432,59.94216726919559,0.9997125400778201,True,True,pass_force,,True,500,496.9487719021615,1.1286009329301075e-05,0.3431076759122725,8.470329472543003e-13,412.8304109912459,10155.936273821224,-6.429965598407173,-1.411420041130295
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,27,4,4,3,4,10000,9935,0.9935,4.9675,2000.0,496.6770609715866,-0.2572243920158144,True,0.0,-136090580.0,105728980.0,100.0,250.0,3000,-0.6392722148939052,0.005065226139626724,-1.3919170878674842,0.014111933993397385,3000,-0.6386877289029509,-0.6396153136520548,-0.011565712575623888,40.0,803,0.017335706013307473,57.684411539533855,0.9996061206471085,803,0.8586911803585549,57.579169044621075,0.9993437482681814,57.845783151197914,0.9997397535581739,True,True,pass_force,,True,500,496.9767875683966,1.1288943721114583e-05,0.25772781432943226,0.0,422.9971253251443,10155.936273821224,-5.936002477072982,3.484489123394947
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,28,4,5,3,3,10000,10000,1.0,5.0,2000.0,500.046793968523,-0.33893485224029973,True,0.0,-118553106.0,103228700.0,100.0,250.0,3000,-0.6439853216809082,0.0046801694686342725,-0.22225981457214317,0.0004370789656055196,3000,-0.643565557578948,-0.6440913772141986,0.0002664389764490682,40.0,800,0.017166828923555928,58.25187659602194,0.9995185955929735,798,0.8539094955357472,58.13121898080752,0.9990948955614408,58.557312192754914,0.9996207155467722,True,True,pass_force,,True,500,496.9422409921748,1.1284746058934904e-05,0.24964216766481057,0.0,429.0784320939719,10155.936273821224,-4.263097469545659,1.0770932375840487
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,29,4,6,3,2,10000,10000,1.0,5.0,2000.0,500.14764124876854,-0.2782532383131411,True,0.0,-119448164.0,100578752.0,100.0,250.0,3000,-0.647973268370744,0.005396582355710521,-2.1081459373421128,0.031358458820556656,3000,-0.6469507912432108,-0.6478856679185843,0.000920637673657243,40.0,798,0.017134806793206784,58.360739754384454,0.9995654975488552,798,0.8563472126295586,58.12015807202893,0.9991524941975046,58.42650622715458,0.9997380373768902,True,True,pass_force,,True,500,497.06362701552376,1.1276090864962874e-05,0.26540363446043447,8.470329472543003e-13,430.18698549911693,10155.936273821224,-10.384212548667238,-0.8896646096920368
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,30,4,7,3,1,10000,10000,1.0,5.0,2000.0,500.00852032848434,-0.31559226296015197,True,0.0,-127972063.0,100556511.0,100.0,250.0,3001,-0.6532234719711146,0.0045258053999250765,-1.6213392782666705,0.022109088497753393,2999,-0.6525985522211853,-0.6535711316595014,0.004483577972815067,40.0,801,0.01719821244493559,58.145577815238184,0.99871306271879,800,0.8548276274788289,57.9264245017802,0.997487565140314,58.54538500612563,0.9990591431229163,True,True,pass_force,,True,500,496.85166308348437,1.1255930040767762e-05,0.42409430040514523,0.0,429.7595801065093,10155.936273821224,-6.346645156534133,3.530809640232806
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,31,4,8,3,0,10000,10000,1.0,5.0,2000.0,500.05520550704296,-0.31746149374350807,True,0.0,-124089383.0,81502124.0,100.0,250.0,3000,-0.6574048382567237,0.006878218478850281,-0.31971973943588355,0.00034363801105918856,2982,-0.6573845643656082,-0.657504628073048,0.0002466183973023339,40.0,799,0.01743880826839177,57.34336799909214,0.9987828305020238,799,0.8491990057215206,57.31492554696852,0.9977356299275406,57.61058104606611,0.9992499605063333,True,True,pass_force,,True,500,497.00433592693594,1.1233921855697806e-05,0.5025065952521869,0.0,436.4254371874869,10155.936273821224,-0.20590034619114714,1.0134590153659433
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,32,5,1,4,0,10000,10000,1.0,5.0,2000.0,500.1611817741877,-0.34593306992456974,True,0.0,-121677453.0,121860666.0,100.0,250.0,2999,-0.6613494978251313,0.00538544149044931,-0.7108502910005468,0.003536852223134823,2999,-0.6609989931174562,-0.6615438351690621,0.003336481769715016,40.0,798,0.017386112785807536,57.51716972734184,0.9995261724793568,798,0.8682511348686021,57.253433819189276,0.9991768025561448,57.51754110631449,0.9996936401510891,True,True,pass_force,,True,500,496.8619324550361,1.1242412122877788e-05,0.31953470887174845,0.0,422.91357564883697,10155.936273821224,-3.559703474822235,1.9736776805850567
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,33,5,2,4,1,10000,9406,0.9406,4.703,1999.9999999999998,470.35690103425486,-0.30158442984341605,True,0.0,-143190546.0,98793633.0,100.0,250.0,3002,-0.6644875485379221,0.005770494038249539,0.23990609899039686,0.0003021951402559786,3002,-0.6643564356988774,-0.6643950534289225,-0.017594619925513588,40.0,801,0.017240354932741477,58.00344621101051,0.9995129947648409,801,0.8535051078870075,57.55397279105193,0.9992016936250012,58.30976925603329,0.9996731615968698,True,True,pass_force,,True,500,496.99732631150175,1.1265412491045176e-05,0.2768245946553972,0.0,396.40688070450915,10155.936273821224,-1.3315736380184318,-0.9393744326407802
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,34,5,3,4,2,10000,9787,0.9787,4.8935,1999.9999999999998,489.28026401633855,-0.32819817299105125,True,0.0,-146240509.0,94894077.0,100.0,250.0,3000,-0.6685702708018764,0.005242391461072733,-1.7112280185686546,0.020584774350988155,3000,-0.6683521276269513,-0.669023068275396,-0.017526612005988484,40.0,801,0.017102770438826655,58.4700591975323,0.9994433806646059,801,0.8462117744036654,58.09610467721787,0.9990704881085034,58.53588811427379,0.9996479216039372,True,True,pass_force,,True,500,496.86287846817595,1.1275120767972757e-05,0.2757069555105565,0.0,416.46520683473017,10155.936273821224,-2.215448183108132,4.598582286013049
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,35,5,4,4,3,10000,9737,0.9737,4.8685,2000.0,486.90305837145297,-0.3202539421686197,True,0.0,-154014266.0,87623800.0,100.0,250.0,2998,-0.672623144002272,0.005585906970885493,-0.014106346563714383,1.3074862418305244e-06,2998,-0.6724900927678763,-0.6723652484268525,-0.01664436679691972,40.0,799,0.016923969820345938,59.087791494274796,0.9993355360145229,798,0.8269159970260458,58.76313156585638,0.9986871918155859,59.57191025083756,0.9995268717203935,True,True,pass_force,,True,500,496.96558358145325,1.1286114863159587e-05,0.36789949479728784,0.0,416.05003163105886,10155.936273821224,-1.3512598576756212,-2.619171029260311
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,36,5,5,4,4,10000,9934,0.9934,4.967,2000.0000000000002,496.72282293250174,-0.2819803021299663,True,0.0,-147150231.0,94198413.0,100.0,250.0,2999,-0.6768292283049228,0.004643011260738332,-0.25814847854424533,0.0005539634936643223,2999,-0.6764849893142137,-0.676995315691933,-0.020623544820268847,40.0,801,0.01656711382116075,60.36054383369575,0.999257578554945,801,0.8347984775485602,59.4037246031219,0.9989218554333246,60.25532462532212,0.9995740427751418,True,True,pass_force,,True,500,496.800316225719,1.1292041341718416e-05,0.5236572850439359,0.0,422.9336605741625,10155.936273821224,-3.4960692526052575,1.6867729183620301
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,37,5,6,4,5,10000,10000,1.0,5.0,2000.0,500.1028253009915,-0.2973786605843145,True,0.0,-147663296.0,92847265.0,100.0,250.0,3000,-0.6803265579539852,0.005182267072752932,-0.6835369021242207,0.0034891752194730064,3000,-0.6801874690491353,-0.6801518159237444,-0.021171229110107936,40.0,800,0.016422707975108104,60.89129767853754,0.999486297043563,758,0.8190763419698258,61.62234089663332,0.998638580020163,60.927963892589084,0.9997251301591832,True,True,pass_force,,True,500,496.95064113294484,1.1292466755576731e-05,0.7043719424807128,8.470329472543003e-13,425.97004388114686,10155.936273821224,-1.4125780540514388,-1.774668923483862
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,38,5,7,4,6,10000,10000,1.0,5.0,2000.0,499.98983941841266,-0.3165268783534998,True,0.0,-126517778.0,92071811.0,100.0,250.0,3000,-0.6839585296009164,0.005132442418490303,-1.4026606201202085,0.012733043913493503,2993,-0.6841168661875784,-0.6841694948728279,0.0014178652822195437,40.0,799,0.01670420539801758,59.86516426089192,0.9995837643031461,799,0.8148352831192096,60.398507231986024,0.9993784801886264,59.56266978938503,0.9997132435142294,True,True,pass_force,,True,500,497.1294490141017,1.1276884409214441e-05,0.45933056485304696,0.0,430.30319151723745,10155.936273821224,1.6080562839534194,2.1425498575220043
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,39,5,8,4,7,10000,10000,1.0,5.0,2000.0,499.93849256064897,-0.3520080699653505,True,0.0,-127897270.0,88051832.0,100.0,250.0,3000,-0.6935614236005141,0.005261638522153418,-0.0061906980993143,3.0453302302113627e-07,3000,-0.6935299837734825,-0.6933031859553269,0.00010411435688451043,40.0,800,0.017028833803071762,58.7239274024516,0.999582864054777,800,0.8463840107033308,58.74335028167213,0.9992674627289704,58.94312221654546,0.9997333912461194,True,True,pass_force,,True,500,496.9296350821439,1.1255151153494316e-05,0.25480135780481833,-8.470329472543003e-13,430.37304761153695,10155.936273821224,-0.3193008797926511,-2.622645068022615
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,40,6,1,5,7,10000,10000,1.0,5.0,2000.0,499.97864682921744,-0.36693912072553303,True,0.0,-128016136.0,121847846.0,100.0,250.0,2999,-0.69243221514332,0.004809530499984188,-1.5455572723703093,0.017371203074974195,2983,-0.6922490465163603,-0.6924796043209066,-0.0003608724807995234,40.0,802,0.017467457779907387,57.24931541842845,0.9995509496490261,802,0.8638838550547259,57.444790213452514,0.9992145067035489,57.321938875779345,0.9997105138244425,True,True,pass_force,,True,500,496.8722132243377,1.1249827093863305e-05,0.33807199590904274,0.0,420.90337458864326,10155.936273821224,-1.8602489027656612,0.4812814676385186
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,41,6,2,5,6,10000,9394,0.9394,4.697,2000.0,469.7583938537748,-0.2586263151016226,True,0.0,-146300925.0,95065085.0,100.0,250.0,3001,-0.6969825439987897,0.005680645557528336,-0.41318851171655774,0.0009996297014364108,2997,-0.6969882395994762,-0.6968677225800678,-0.010743955313298525,40.0,801,0.01689740207418431,59.18069509204557,0.9994033970081385,801,0.8433603308783482,59.84063604619265,0.9989945862194302,59.00226775424745,0.9996066515145411,True,True,pass_force,,True,500,496.99219732459915,1.1272526989533473e-05,0.3121568784509829,0.0,395.45834381824403,10155.936273821224,0.057844157613513844,-1.1661190114091329
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,42,6,3,5,5,10000,9770,0.977,4.885,2000.0,488.48148699395296,-0.3571370568679981,True,0.0,-147515430.0,93751949.0,100.0,250.0,3000,-0.6990878638341786,0.007923113717063415,-1.4381667499800426,0.005113257450345299,2924,-0.6981611912711223,-0.6985263938545923,-0.018472201305309466,40.0,799,0.017034079994429862,58.705841485246026,0.9993108333145084,799,0.8176975505106752,58.84545338974593,0.9989483237182842,59.67876178551648,0.9992458223700266,True,True,pass_force,,True,500,496.8955558136178,1.1283652713494778e-05,0.3300424984720401,0.0,414.92378539470826,10155.936273821224,-9.41122749709878,-5.702253332343112
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,43,6,4,5,4,10000,9963,0.9963,4.9815,2000.0000000000002,498.2074024924439,-0.3146576475701721,True,0.0,-147774584.0,93371840.0,100.0,250.0,3000,-0.7039181920903881,0.004730666203221591,-0.8703001474670944,0.005981180837206002,2996,-0.7031777612200915,-0.7039134058946941,-0.008871012092440789,40.0,800,0.017415043552876246,57.42161924337199,0.9996081367642247,800,0.8728317633185441,57.60474618939807,0.9992601749943919,57.477074296366276,0.9997552339221462,True,True,pass_force,,True,500,496.85353231426603,1.1285385536338981e-05,0.30816593078923266,0.0,424.36025732401623,10155.936273821224,-7.519768733902529,-0.04860829846225493
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,44,6,5,5,3,10000,10000,1.0,5.0,2000.0,500.0169204692544,-0.3772198900271633,True,0.0,-141956216.0,90538104.0,100.0,250.0,3000,-0.7084026794681957,0.004379551650227246,-2.039292645165161,0.035019295984344945,3000,-0.7078222955333998,-0.7085325380514252,-0.007194911946089011,40.0,802,0.017378842963426427,57.54122999468309,0.9997415612901646,802,0.8416622464920422,57.744093914301445,0.9995088828924672,57.70751891389991,0.9997874027423344,True,True,pass_force,,True,500,496.9104982621245,1.1284051470275073e-05,0.24629813996903502,0.0,427.46407823621723,10155.936273821224,-5.894342256136463,1.3188354958881052
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,45,6,6,5,2,10000,10000,1.0,5.0,2000.0,500.02065893081937,-0.29505351985670103,True,0.0,-135182374.0,91635013.0,100.0,250.0,3000,-0.7122915204812428,0.004542863045959874,-0.7176309031551682,0.004220619768076084,2993,-0.7122449294664477,-0.7125004361156025,-0.0018522104556637498,40.0,797,0.017306705720108922,57.781071462842576,0.9994485532492209,797,0.8581827923761864,57.58253973662802,0.9989672299070154,57.9227888642125,0.9996687287406563,True,True,pass_force,,True,500,496.8717459166418,1.127125350301831e-05,0.292956954015106,0.0,429.6131486960518,10155.936273821224,-0.4731753771916396,2.12173386916269
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,46,6,7,5,1,10000,10000,1.0,5.0,2000.0,500.1691260050135,-0.28944582750835934,True,0.0,-131849582.0,86630889.0,100.0,250.0,3001,-0.7166316822275927,0.004912890681468425,-1.1313718672844608,0.009671286383131972,3001,-0.7164842807492798,-0.7167533422606154,-0.0002961712356966961,40.0,799,0.018034316013350052,55.44984346840444,0.9995596083980361,799,0.8968413399658673,55.11358411425313,0.9993678264082592,55.797218954490766,0.9996316481137795,True,True,pass_force,,True,500,496.8689420704702,1.1260243685482072e-05,0.6286743636527048,0.0,431.2547584076541,10155.936273821224,-1.4970000204120943,1.235571542449721
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,47,6,8,5,0,10000,10000,1.0,5.0,2000.0,500.10095607020986,-0.3473349930104064,True,0.0,-132778391.0,89543964.0,100.0,250.0,3001,-0.7208765010645996,0.005146288097819487,-2.02852728433935,0.029720769718907247,3001,-0.7202857493566791,-0.721333061305565,-0.0018137039678194355,40.0,801,0.017365567254763573,57.58521937863496,0.9996130098673197,801,0.8665877886405846,57.427328130967794,0.9991963223904672,57.65308528988442,0.9997477648551825,True,True,pass_force,,True,500,496.8498052504492,1.1237666128379945e-05,0.2848005632391901,0.0,428.7770069208424,10155.936273821224,-5.999636699291088,4.636796712405157
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,48,7,1,6,0,10000,10000,1.0,5.0,2000.0,500.04446882779536,-0.3151249552643094,True,0.0,-133877962.0,113524815.0,100.0,250.0,3000,-0.7245383162129791,0.005133118622007379,0.9386414442059704,0.006062843260685624,2999,-0.7247522405274347,-0.7244920672679518,0.0027746697203606674,40.0,800,0.017434053340350166,57.35900771196762,0.999515145957377,800,0.8739008258987624,57.257727667696685,0.9992072211875901,57.43592006776152,0.9996726982023144,True,True,pass_force,,True,500,496.84606678888593,1.1224848397544047e-05,0.3211350618244487,0.0,421.6440775338637,10155.936273821224,2.17260170503145,-0.4697013384293358
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,49,7,2,6,1,10000,9371,0.9371,4.6855,2000.0,468.5156289296426,-0.26143016127494434,True,0.0,-156753671.0,84848801.0,100.0,250.0,2999,-0.7288339393631406,0.004417373692063598,0.5754599296476208,0.00306074196677919,2993,-0.7290409138210945,-0.7288061427181888,-0.013193286092884504,40.0,801,0.017491207055887564,57.171583230638085,0.9996787320839507,801,0.8687875447613791,57.20437989187736,0.9994167536855548,57.389228789975576,0.9997750406363515,True,True,pass_force,,True,500,496.95437959450817,1.1247014912210351e-05,0.29444523651637244,0.0,396.27114470060576,10155.936273821224,2.1020194052887367,-0.2823009547563428
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,50,7,3,6,2,10000,9682,0.9682,4.841,2000.0,484.24106857826416,-0.2707763151848894,True,0.0,-157277304.0,83756112.0,100.0,250.0,3003,-0.7320893144441738,0.004821017713388381,-0.09390691160119088,7.052482860381293e-05,3002,-0.7320838468899992,-0.7324526926555488,-0.013363931629076897,40.0,797,0.016826637855182718,59.429578778983064,0.9995545403937957,797,0.8233576148760702,58.94630537035887,0.9994273714985755,59.92081584059362,0.9996398310846825,True,True,pass_force,,True,500,496.88715567284606,1.1263253215020173e-05,0.3133261907038348,0.0,411.6565366111839,10155.936273821224,-0.05552813177122627,3.6904459580196223
6,14,1,6,16-09-26/map-data-2026.09.16-10.21.26.762.jpk-force-map,2026-09-16T10:24:14.823000+02:00,0.09999999999999999,51,7,4,6,3,10000,9836,0.9836,4.918,2000.0,491.8162061069716,-0.338000236848643,True,0.0,-156839605.0,84849703.0,100.0,250.0,3000,-0.7358418031105134,0.0049969955554875324,0.5272463242385941,0.0020676630160066933,3000,-0.7357855312431841,-0.7357828002471519,-0.02058412892743222,40.0,799,0.017088471318956265,58.51898518802548,0.9996591232145215,799,0.7554487398447176,58.09865821059343,0.9994806868495201,59.0271772418898,0.9995747343618268,True,True,pass_force,,True,500,497.0963043609639,1.1271886771496092e-05,0.22393041814268436,0.0,418.1864535393757,10155.936273821224,-0.5714934986048931,-0.5992293202720511
