acquisition_order,instrument_scan_number,block,position_in_block,source,map_midpoint_time,speed_um_per_s,point_index,acquisition_line,position_within_line,physical_row,physical_column,declared_approach_points,actual_approach_points,point_count_fraction,approach_duration_s,approach_sample_rate_Hz,approach_travel_span_nm,approach_largest_backward_step_nm,approach_direction_valid,raw_saturation_fraction,raw_min_encoder,raw_max_encoder,baseline_start_nm,baseline_stop_nm,baseline_points,baseline_raw_V,baseline_raw_mad_V,baseline_slope_mV_per_100nm,baseline_line_r2,baseline_line_inliers,baseline_75_200nm_raw_V,baseline_125_275nm_raw_V,initial_0_5nm_minus_baseline_V,terminal_contact_window_nm,terminal_contact_points,terminal_contact_slope_V_per_nm,terminal_contact_invOLS_nm_per_V,terminal_contact_r2,terminal_contact_inliers,terminal_contact_amplitude_V,terminal_contact_InvOLS_30nm_nm_per_V,terminal_contact_R2_30nm,terminal_contact_InvOLS_50nm_nm_per_V,terminal_contact_R2_50nm,force_contact_valid,calibration_accepted,qc_state,qc_reason,retract_present,retract_points,retract_travel_span_nm,contact_plane_m,contact_coordinate_mad_nm,terminal_reconstructed_distance_nm,reconstructed_max_precontact_distance_nm,force_scale_pN_per_V,baseline_75_200_force_shift_pN,baseline_125_275_force_shift_pN
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,10,2,3,1,5,10000,9650,0.965,4.825,2000.0,482.62109516185467,-0.294118904465023,True,0.0,41565633.0,283795081.0,100.0,250.0,3001,0.37107720446468995,0.005226682098879782,-1.0316301712618692,0.007026915931852562,2994,0.3708414043714259,0.3710814205441043,-0.012086292703211654,40.0,797,0.0166556075720093,60.03983917587954,0.9996941254996183,797,0.8149987479713335,59.74791404303763,0.9995121592642424,60.168839893775264,0.999789033216213,True,True,pass_force,,True,500,496.98239526074326,1.1322659903078372e-05,0.44981380927199605,0.0,409.22553019691856,10155.936273821224,2.39477072055101,-0.04281823385766353
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,11,2,4,1,4,10000,9683,0.9683,4.8415,2000.0,484.1981218612689,-0.3445425445869432,True,0.0,39497563.0,281468675.0,100.0,250.0,3000,0.3623134993802999,0.004971831713633548,-1.413719019022641,0.014428270200427251,2994,0.3628381787829912,0.36222418857930117,-0.010788037816463203,40.0,800,0.0172862245504888,57.84953198306817,0.999461788506255,800,0.858822067932143,57.844350221134256,0.9991077376212184,58.0627754908069,0.999656178676051,True,True,pass_force,,True,500,496.87969014746596,1.133827471606193e-05,0.2631499192389167,-8.470329472543003e-13,411.50026163670134,10155.936273821224,-5.328610577919397,0.9070348035069384
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,12,2,5,1,3,10000,9847,0.9847,4.9235,2000.0,492.35355296808393,-0.2712436228824231,True,0.0,38785350.0,281205344.0,100.0,250.0,3000,0.3570090707690968,0.00647271902104601,-0.37958076054895307,0.0007536430209129641,3000,0.35754696574525596,0.3566987773359949,-0.011446903123999375,40.0,801,0.01713325347904457,58.36603078470095,0.9987618536266514,801,0.8568803186289685,57.81301206565393,0.9977682292687099,58.21496935993872,0.9992122020590977,True,True,pass_force,,True,500,496.96745281223485,1.1346134070640965e-05,0.4922391210925907,0.0,419.33022850266354,10155.936273821224,-5.462827099880779,3.1513203327681536
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,13,2,6,1,2,10000,10000,1.0,5.0,2000.0,500.01786648239425,-0.28244760982579464,True,0.0,37125201.0,279212844.0,100.0,250.0,2998,0.3570478025223979,0.005184798712749414,-0.48850546921923405,0.0017836520940019973,2998,0.35761872808906153,0.35689766726699784,-0.015092546437422083,40.0,800,0.017516575827204568,57.088783211095645,0.9992988145471886,800,0.8700505998347055,56.852479689111846,0.9986786360384879,57.32271390827638,0.9995824791958134,True,True,pass_force,,True,500,496.9039559543862,1.134465407631437e-05,0.3545900539729786,0.0,428.4219267074734,10155.936273821224,-5.798283672131405,1.52476408629658
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,14,2,7,1,1,10000,10000,1.0,5.0,2000.0,500.04680536627114,-0.3015844298450929,True,0.0,51095468.0,275530704.0,100.0,250.0,3000,0.3469116829380242,0.004447947162053443,0.47705288067038776,0.002132826590705017,2991,0.34700691182411125,0.3469385646158736,-0.004839210945951966,40.0,800,0.017379366541063007,57.539496484941225,0.9993784313722197,800,0.8610278561612817,57.315383720793164,0.9988348815735314,57.61283544591048,0.9995847159457492,True,True,pass_force,,True,500,496.9917186191568,1.1337815348858037e-05,0.3277967710979654,8.470329472543003e-13,430.96669868469473,10155.936273821224,-0.9671384985269571,-0.2730086071715562
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,15,2,8,1,0,10000,10000,1.0,5.0,2000.0,500.14251226186417,-0.28570736594507196,True,0.0,59432426.0,273751402.0,100.0,250.0,3001,0.34832533214082934,0.005175678211654657,0.8186377046431377,0.004753144449507474,3001,0.3480296169981563,0.34810115129545005,-0.002683768155888999,40.0,799,0.017208198857244866,58.11183426550115,0.9994565660305341,799,0.8584817001700256,57.90371079845623,0.9989631830745511,58.14082258856253,0.9996702128104689,True,True,pass_force,,True,500,497.01600722157514,1.1323873262898308e-05,0.266842612180674,0.0,432.1287134497058,10155.936273821224,3.0032641441910837,2.276766379483386
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,16,3,1,2,0,10000,10000,1.0,5.0,2000.0,500.0411976739262,-0.28944582751006465,True,0.0,54780189.0,303378507.0,100.0,250.0,2999,0.3429395687944326,0.004877093126990748,-0.5842536749330917,0.002764046091431993,2999,0.34338359760146575,0.34309540243157416,0.0026985800549398364,40.0,799,0.017725053349513156,56.41731961429986,0.9959129142961329,790,0.8732801222282476,56.59416015585877,0.9899851960588876,56.62229712266073,0.9979619966915378,True,True,pass_force,,True,500,496.9226368644596,1.132590121556618e-05,0.818434774356491,0.0,421.86794044202446,10155.936273821224,-4.509528267969509,-1.5826364881274213
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,17,3,2,2,1,10000,9572,0.9572,4.786,2000.0000000000002,478.5809579858178,-0.28571876369323945,True,0.0,30187806.0,271411726.0,100.0,250.0,2999,0.3344945893019733,0.005277009782587914,0.28949881265492633,0.0005400514223450337,2999,0.3340510165879638,0.33493782272726996,-0.016075830156520476,40.0,802,0.017509187932945487,57.11287147237643,0.9972683963943317,802,0.8664368552223931,58.53430300152486,0.9954546068131389,57.89347668836698,0.9981199032437539,True,True,pass_force,,True,500,497.0860349894105,1.1337038557670237e-05,0.6882771055205908,0.0,407.87152261300344,10155.936273821224,4.504896216286062,-4.501450421740522
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,18,3,3,2,2,10000,9304,0.9304,4.652,2000.0,465.25794719989517,-0.30064981445349304,True,0.0,-47909887.0,182872797.0,100.0,250.0,2998,0.3343743003290768,0.0057453301963954736,-1.1034011646612056,0.00693151790818769,2998,0.33495399734328196,0.3344597315583188,-0.08085394918240674,40.0,799,0.017001126615021206,58.81963134822243,0.9993367390745512,799,0.5428098735175078,58.14945516637382,0.9993154903482595,59.748078466710666,0.9990185281198449,True,True,pass_force,,True,500,496.9347754667947,1.134376093053403e-05,0.27992654286975993,0.0,420.74208880157465,10155.936273821224,-5.887365934392273,-0.8676341199763598
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,19,3,4,2,3,10000,10000,1.0,5.0,2000.0,499.9730391368708,-0.338000236848643,True,0.0,42079026.0,268294301.0,100.0,250.0,3002,0.3300123796082294,0.005376316866162372,-0.534048638198985,0.001832385567622108,2989,0.3303643693992865,0.3300906357155129,-0.002750290992031834,40.0,800,0.01744396896390163,57.32640330130086,0.9996237059667661,797,0.8438590407892377,56.834211604094016,0.9994647290666787,57.96119021413357,0.9995934772312971,True,True,pass_force,,True,500,496.9898493883735,1.1347612189336342e-05,0.3109685312245461,8.470329472543003e-13,432.4736745664352,10155.936273821224,-3.5747858870116134,-0.7947640386086869
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,20,3,5,2,4,10000,10000,1.0,5.0,2000.0,500.0776134809314,-0.3160595706577283,True,0.0,55482080.0,268133861.0,100.0,250.0,2998,0.32551775528486415,0.00533561683618668,-1.69157160205438,0.0204130481685858,2998,0.3262319830547371,0.32522283552392767,0.003179168611301353,40.0,801,0.017035073743644803,58.70241685176534,0.9994091277821154,800,0.8371351561323421,57.906127252995674,0.9994462585901435,59.36377374656278,0.9994969201190836,True,True,pass_force,,True,500,496.9062924928654,1.1342948234358454e-05,0.24970668474935953,0.0,431.691199265851,10155.936273821224,-7.25365171582318,2.9951862979615327
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,21,3,6,2,5,10000,10000,1.0,5.0,2000.0,499.9553042399373,-0.2987805836701227,True,0.0,48818174.0,268951177.0,100.0,250.0,2999,0.3205050537834315,0.005088200566434944,-0.535367893480601,0.0019409751594428037,2988,0.3205913999797761,0.3202879423799199,0.0027125882290891523,40.0,800,0.017331443584787,57.698598221660475,0.9996404880999303,797,0.86033094323998,57.64031800842958,0.9992196125519418,57.69877121639351,0.9997550732252695,True,True,pass_force,,True,500,496.82646266117075,1.1325146884278721e-05,0.25069521504033854,-8.470329472543003e-13,431.9753370159158,10155.936273821224,-0.8769264675622739,2.2049695783837464
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,22,3,7,2,6,10000,10000,1.0,5.0,2000.0,499.87966877975526,-0.29271698137750946,True,0.0,52510268.0,269116942.0,100.0,250.0,2999,0.31522022048591836,0.004969634052203342,-0.08278280778155839,5.428824632358609e-05,2999,0.3154613741101011,0.3153817497237464,0.004326837711736142,40.0,801,0.01735409284183521,57.623294349867564,0.9996572182821124,797,0.862292507560191,57.4510840253166,0.9992587945916066,57.912647079058,0.9997578700229773,True,True,pass_force,,True,500,496.95670473523916,1.1301671390480421e-05,0.23011547356354276,0.0,431.2180736317621,10155.936273821224,-2.4491408394010925,-1.6404806457403716
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,23,3,8,2,7,10000,10000,1.0,5.0,2000.0,499.94410025299555,-0.34080408302196474,True,0.0,52841552.0,265214970.0,100.0,250.0,2998,0.3107530479566821,0.005298796730049277,-0.839691745034461,0.004933596537793461,2998,0.3110959214493749,0.3109271058473874,0.002649822598282059,40.0,800,0.017459788003449144,57.274464031433375,0.999055193246762,800,0.8667060307569845,57.18276574350289,0.9982321913310986,57.49058803223061,0.9994343918664903,True,True,pass_force,,True,500,496.8796787497178,1.127825088631039e-05,0.41951302163882226,8.470329472543003e-13,432.4537977752364,10155.936273821224,-3.482201341770551,-1.7677208459586906
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,24,4,1,3,7,10000,10000,1.0,5.0,2000.0,499.8581954212584,-0.33986946763025117,True,0.0,52327463.0,296297793.0,100.0,250.0,3000,0.30693722632431086,0.005214011529320872,-0.18634652814898553,0.0002537841030315624,2998,0.30712928042206794,0.3067162353490426,0.0018724843467790575,40.0,801,0.01730657414588514,57.78151074675648,0.9995503463379499,801,0.8617789968744709,57.55191885709086,0.9991596714951899,58.22581072966779,0.9996361100378202,True,True,pass_force,,True,500,497.03980572080127,1.127394213726697e-05,0.2662752537383574,0.0,422.0945282745753,10155.936273821224,-1.9504891779471083,2.2443702619143253
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,25,4,2,3,6,10000,9346,0.9346,4.673,2000.0,467.2985545310196,-0.3169941860476797,True,0.0,29527080.0,271385552.0,100.0,250.0,3000,0.2976267380119091,0.0055326971758458835,1.0949447728166979,0.008139476959589942,3000,0.29759735338453935,0.297880651116536,-0.012449896180043551,40.0,800,0.017581414885117976,56.878243675738716,0.9995461886644799,800,0.8592357943636487,56.846459892817656,0.9991811312700921,57.228053702274494,0.9996861509924433,True,True,pass_force,,True,500,496.95064113294484,1.1298662784578848e-05,0.4601671307460015,0.0,394.118100235544,10155.936273821224,0.29842840299699036,-2.578725309679027
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,26,4,3,3,5,10000,9565,0.9565,4.7825,2000.0,478.2042168012364,-0.29318428907166094,True,0.0,29953760.0,272557664.0,100.0,250.0,2998,0.2991907532976812,0.005364998703637448,-1.155451133276471,0.008958125083681878,2983,0.2989353634528372,0.29904950073202363,-0.015877285076340453,40.0,801,0.01761414312330793,56.77256015234424,0.999694032114159,801,0.8681985034022979,56.66462426214809,0.9993847367360709,57.013867663674084,0.9997687899003529,True,True,pass_force,,True,500,497.11403925789745,1.1321091682435885e-05,0.41870620912583906,0.0,404.58705643091275,10155.936273821224,2.5937229892164217,1.4345520553318967
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,27,4,4,3,4,10000,9703,0.9703,4.8515,2000.0000000000002,485.23826900726823,-0.2675051613174446,True,0.0,27950775.0,268862744.0,100.0,250.0,3001,0.2944141911782254,0.005234458439324832,-1.8120635369426592,0.025489450340281605,3001,0.29462367692886476,0.2943738686614514,-0.012739234363549568,40.0,799,0.01735822994549558,57.609560602663734,0.9995987366833972,799,0.8426535118390557,57.1979527924015,0.9993919881324965,58.47842594243415,0.9994589517083617,True,True,pass_force,,True,500,497.02160351617357,1.1334417810077302e-05,0.27571208807858855,0.0,413.27519948554584,10155.936273821224,-2.127523933766718,0.4095129107573343
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,28,4,5,3,3,10000,9939,0.9939,4.9695,2000.0,496.98051463221174,-0.33519639067702656,True,0.0,28136529.0,269454084.0,100.0,250.0,3002,0.2889467593700323,0.005344230184643714,-3.381951677989447,0.07788035995196296,3002,0.28985406744696574,0.28820849494159817,-0.012735930470182621,40.0,799,0.017389706390466258,57.5052837320037,0.999696297436456,799,0.8304299546030891,57.25096078387249,0.9994276872682651,58.08087840443678,0.9996331457078594,True,True,pass_force,,True,500,496.98799155534005,1.1338086340496419e-05,0.26069171582618944,0.0,424.0250131388597,10155.936273821224,-9.214563010059456,7.497766488405871
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,29,4,6,3,2,10000,9980,0.998,4.99,2000.0,499.021589271032,-0.3211885575585711,True,0.0,24977161.0,266533021.0,100.0,250.0,3001,0.2809579952677156,0.005416513866692478,0.19582697460200132,0.00025517518238238335,3001,0.28120871572117645,0.2808495508081607,-0.018671775375847854,40.0,799,0.01743220225019878,57.36509854849791,0.9996166491162387,798,0.8649844826094518,57.3702976826211,0.9995091989116742,57.41005703189045,0.9997267686791778,True,True,pass_force,,True,500,496.875951685901,1.1339050982867885e-05,0.2715905561522333,0.0,425.91414737215257,10155.936273821224,-2.5463009478920746,1.101355020488339
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,30,4,7,3,1,10000,10000,1.0,5.0,2000.0,499.98377581611834,-0.3258616345135579,True,0.0,46363319.0,265790703.0,100.0,250.0,3000,0.27667137439266265,0.00524441594843149,-0.18126550027055227,0.00022959250094334305,3000,0.2772239616825066,0.2768040779951805,0.0011364976024085816,40.0,799,0.017316836771111465,57.74726719537104,0.9993384105513908,799,0.8573598948813019,57.66373325510384,0.9987188366938581,57.80221380996646,0.9996124253056737,True,True,pass_force,,True,500,496.89555581361617,1.1328437376041848e-05,0.29795956674485496,0.0,430.41364509782846,10155.936273821224,-5.6120413013789925,-1.3477293304775344
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,31,4,8,3,0,10000,10000,1.0,5.0,2000.0,500.24521737514317,-0.3169941860476797,True,0.0,44856278.0,263074564.0,100.0,250.0,3000,0.27019216973771865,0.004908330430921004,-0.6584458684314283,0.003409697363625397,2991,0.2708344098983292,0.2704279698309827,0.0022805207397085803,40.0,799,0.017947599450776005,55.71775783957351,0.9995897935485525,799,0.9021407543348645,55.93357038462972,0.9993124669742032,55.65649333843019,0.9997692232351899,True,True,pass_force,,True,500,496.90302133899456,1.1317819974441579e-05,0.6799246607943052,0.0,431.55050303396087,10155.936273821224,-6.5225501436493625,-2.39477072055101
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,32,5,1,4,0,10000,10000,1.0,5.0,2000.0,500.04026305853455,-0.29084775059584445,True,0.0,42222099.0,291415893.0,100.0,250.0,2998,0.2673209056332547,0.00546582724512512,-1.5794671873121884,0.015880297017939804,2997,0.26727818862810615,0.267011860893858,0.0012393632655879339,40.0,799,0.01777722139405902,56.25176048795739,0.9992543052809939,799,0.8750900662096763,56.39220975282651,0.9985305976077907,56.45042420692997,0.999549902276973,True,True,pass_force,,True,500,496.96464896606324,1.130249568208763e-05,0.5816372995179535,0.0,422.363011587819,10155.936273821224,0.43383118209740745,3.1386386790730456
1,9,1,1,16-09-26/map-data-2026.09.16-10.04.13.579.jpk-force-map,2026-09-16T10:07:02.204500+02:00,0.09999999999999999,33,5,2,4,1,10000,9543,0.9543,4.7715,2000.0000000000002,477.1911507060788,-0.3515293645213262,True,0.0,18521415.0,258792687.0,100.0,250.0,3000,0.2616651741515851,0.0052689035867685636,-0.8629544388561438,0.004889018960066105,2998,0.2617141568736998,0.2613309553021229,-0.017068349759349233,40.0,798,0.017423530990517477,57.393647736743866,0.9995723768742923,798,0.8669985588106013,57.341383105657364,0.9991274497630523,57.574736706538964,0.9997370016186948,True,True,pass_force,,True,500,497.00479183688185,1.1316309951159917e-05,0.2848113928697401,0.0,405.25987667226366,10155.936273821224,-0.49746540431551267,3.3943053366475917
