acquisition_order,instrument_scan_number,block,position_in_block,map_midpoint_time,elapsed_midpoint_min,speed_um_per_s,distance_nm,available_pixels,map_median_force_pN,map_force_q25_pN,map_force_q75_pN,map_force_spatial_mad_pN,available_gap_speed_pixels,map_median_gap_speed_um_per_s,map_gap_speed_q25_um_per_s,map_gap_speed_q75_um_per_s,map_gap_speed_spatial_mad_um_per_s
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,135.0,63,3.2763009955796862,-18.073983228211873,21.45152562172303,28.057130705952705,63,0.09954619307924605,0.09876867316186708,0.10003667332500141,0.0009646527993145487
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,140.0,63,-4.750197246006943,-16.472875021783764,9.872850989300538,20.458934275986735,63,0.0996307441436161,0.09867817767358555,0.10038854563588451,0.0012486999337226366
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,145.0,63,-0.17356071705645976,-15.694845682093696,11.016995999429284,19.700664003438995,63,0.09976119866610227,0.09921004119763828,0.10033961291462351,0.0008640812978064099
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,150.0,63,-1.9435411004219374,-16.99402320254363,12.34102843135352,21.630258335171426,63,0.09972161207447296,0.09904968584735996,0.10035210965014085,0.0009918743547255152
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,155.0,63,1.1846472181448968,-12.486217831846467,15.252343525197926,20.96314966983181,63,0.09948796181912788,0.09904983331134881,0.10032270952098021,0.0010387597521464428
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,160.0,63,-9.798822895011583,-15.774113078744495,3.9964438113308143,15.700901377916002,63,0.09946507395203319,0.09889166278799016,0.10016705428667752,0.0010105912962739773
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,165.0,63,-6.5329157715030295,-23.185085086513254,17.30236532591324,29.97818256277898,63,0.09962181135390218,0.09890270172815487,0.1002269480153225,0.0009593982708881835
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,170.0,63,-3.6291277616447912,-17.497857677924166,5.100128979769611,17.589374580443245,63,0.09966448418977539,0.09909548595003076,0.10024395372616955,0.0008439112684073764
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,175.0,63,-8.187264328077825,-23.395066722144612,2.8904708612672687,20.841377527543084,63,0.09987729428712777,0.09933548152738973,0.10037180797751481,0.0007943221436109574
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,180.0,63,-3.1767966170299347,-17.17796366956242,13.692867295489714,23.0213836236801,63,0.09984517256782348,0.0992061511623685,0.10060148626761348,0.0010173997398938855
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,185.0,63,-5.77865394091,-16.890479900878823,11.809458134305263,20.261577980729196,63,0.09966210815669618,0.09901028284404076,0.10046518974710211,0.0010910165392926264
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,190.0,63,-2.1772337567154616,-18.327912866404773,8.810811919689385,22.180954842476037,63,0.0997463137796395,0.09894105627067151,0.10055264058358981,0.0011958076011635611
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,195.0,63,-0.10642421185787743,-17.354970181164276,15.42298096573434,25.136148661465405,63,0.09944781164899213,0.0990461011303165,0.10030129895948567,0.000851883725512881
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,200.0,63,-10.37147440653649,-24.090919510773134,8.2167936575622,21.904748153844658,63,0.09990582018323711,0.09908774841863768,0.1003520412392798,0.0008533565327167365
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,205.0,63,-1.3096278809558652,-15.39407300903681,11.47280118280722,20.11233591913487,63,0.09978061935529,0.09912651784320861,0.10038981574221498,0.0009429819073726249
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,210.0,63,-1.9204090862203356,-18.083826338039973,8.285017565137268,19.90995463863818,63,0.09965690749527568,0.09923880444727215,0.10041956597414098,0.0009663484872031565
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,215.0,63,-3.2774590085002666,-12.138008995356568,7.757457946985543,14.43849946127745,63,0.0997559293447655,0.0990510990036195,0.10028569505252902,0.0009396932210836492
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,220.0,63,-3.2069049529745994,-21.995819938792945,8.127104144622447,21.5702935113198,63,0.09972271512379066,0.09920334812118747,0.10029085868349905,0.0008738650099938139
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,225.0,63,-4.964175438426795,-17.100447414401785,9.781424456979632,19.704139618228965,63,0.09983382708211343,0.09895322313376484,0.10029260077480381,0.0009035281415855172
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,230.0,63,-7.748801094296407,-17.298863042932837,6.8076613980558776,17.568730266086902,63,0.09994726714924193,0.09921635670807935,0.10047820254953407,0.0010143990970929032
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,235.0,63,-5.0440500857558455,-18.0843912223916,11.103169107279191,21.999176001458864,63,0.09987440248373877,0.09904736624643695,0.1005886437991577,0.0011173486772191666
1,9,1,1,2026-09-16T10:07:02.204500+02:00,0.0,0.09999999999999999,240.0,63,-1.7445888317568072,-13.551730940220136,16.703672645775487,23.151698240874357,63,0.1001096925134051,0.09940406549945854,0.10067067356528137,0.001007904249432154
