first_block,second_block,pearson_shape_correlation,least_squares_scale_second_over_first,scaled_shape_normalized_rmse,first_interaction_rms_pN,second_interaction_rms_pN
1,2,0.9954858314345566,0.9736170656759695,0.09491027032439561,44.07663182877386,43.108359346681475
1,3,0.9948351959839298,0.9109722751297604,0.10150336364680436,44.07663182877386,40.361046472026445
2,3,0.9929900373999134,0.929706387650832,0.11819807792226057,43.108359346681475,40.361046472026445
